gene	Meth
COL11A2	Meth
ITGA4	Meth
ITGA11	Meth
CRK	Meth
LAMB2	Meth
MAP3K3	Meth
PLA2G6	Meth
CSNK1E	Meth
LDHA	Meth
MALT1	Meth
ICOS	Meth
CPT1B	Meth
FOS	Meth
CHRM3	Meth
PAK4	Meth
ITPR2	Meth
BCAR1	Meth
SHMT2	Meth
ADCY6	Meth
VAV2	Meth
CD247	Meth
SPP1	Meth
LAT	Meth
ATF4	Meth
PAK6	Meth
COL6A2	Meth
