hgnc_id	symbol
18549	DCSTAMP
2709	DCT
2710	DCTD
2711	DCTN1
2712	DCTN2
2713	DCTN3
15518	DCTN4
24594	DCTN5
16964	DCTN6
28777	DCTPP1
18184	DCUN1D1
20328	DCUN1D2
28734	DCUN1D3
28998	DCUN1D4
28409	DCUN1D5
2714	DCX
18985	DCXR
28360	DDA1
2715	DDAH1
2716	DDAH2
2717	DDB1
2718	DDB2
2719	DDC
19714	DDHD1
29106	DDHD2
18961	DDI1
24578	DDI2
26351	DDIAS
2726	DDIT3
24944	DDIT4
30555	DDIT4L
24458	DDN
2727	DDO
2728	DDOST
2730	DDR1
2731	DDR2
16110	DDRGK1
2732	DDT
33446	DDTL
2734	DDX1
2745	DDX3X
2699	DDX3Y
18700	DDX4
2746	DDX5
2747	DDX6
2735	DDX10
2736	DDX11
2740	DDX17
2741	DDX18
25628	DDX19A
2742	DDX19B
2743	DDX20
2744	DDX21
17347	DDX23
13266	DDX24
18698	DDX25
15837	DDX27
17330	DDX28
16715	DDX31
17821	DDX39A
13917	DDX39B
18674	DDX41
18676	DDX42
18677	DDX43
18681	DDX46
18682	DDX47
18684	DDX49
17906	DDX50
20082	DDX51
20038	DDX52
20083	DDX53
20084	DDX54
20085	DDX55
18193	DDX56
19102	DDX58
25360	DDX59
25942	DDX60
26429	DDX60L
14677	DEAF1
23658	DEC1
2753	DECR1
2754	DECR2
2755	DEDD
24450	DEDD2
2760	DEF6
25969	DEF8
2761	DEFA1
33596	DEFA1B
2762	DEFA3
2763	DEFA4
2764	DEFA5
2765	DEFA6
2766	DEFB1
2767	DEFB4A
30193	DEFB4B
15967	DEFB103A
31702	DEFB103B
18115	DEFB104A
26165	DEFB104B
18087	DEFB105A
29930	DEFB105B
18088	DEFB106A
28879	DEFB106B
18086	DEFB107A
31918	DEFB107B
29966	DEFB108B
18091	DEFB110
18093	DEFB112
18094	DEFB113
18095	DEFB114
18096	DEFB115
18097	DEFB116
16196	DEFB118
18099	DEFB119
18101	DEFB121
18103	DEFB123
18104	DEFB124
18105	DEFB125
15900	DEFB126
16206	DEFB127
18106	DEFB128
16218	DEFB129
18107	DEFB130A
39814	DEFB130B
18108	DEFB131A
38058	DEFB131B
33806	DEFB132
31331	DEFB133
32399	DEFB134
32400	DEFB135
34433	DEFB136
13709	DEGS1
20113	DEGS2
2768	DEK
29324	DENND1A
28404	DENND1B
26225	DENND1C
22212	DENND2A
24748	DENND2C
26192	DENND2D
29134	DENND3
24321	DENND4A
29044	DENND4B
26079	DENND4C
19344	DENND5A
28338	DENND5B
26635	DENND6A
32690	DENND6B
2769	DENR
22949	DEPDC1
24902	DEPDC1B
22952	DEPDC4
18423	DEPDC5
29899	DEPDC7
22953	DEPTOR
24269	DERA
28454	DERL1
17943	DERL2
14236	DERL3
2770	DES
24577	DESI1
24264	DESI2
25477	DET1
26344	DEUP1
13267	DEXI
2772	DFFA
2773	DFFB
2810	DFNA5
29502	DFNB59
2843	DGAT1
16940	DGAT2
23250	DGAT2L6
2845	DGCR2
2846	DGCR6
18551	DGCR6L
2847	DGCR8
2849	DGKA
2850	DGKB
2851	DGKD
2852	DGKE
2853	DGKG
2854	DGKH
2855	DGKI
32395	DGKK
2856	DGKQ
2857	DGKZ
2858	DGUOK
2860	DHCR7
2859	DHCR24
20603	DHDDS
17887	DHDH
2861	DHFR
27309	DHFR2
2865	DHH
2867	DHODH
2869	DHPS
16445	DHRS1
18349	DHRS2
17693	DHRS3
16985	DHRS4
19731	DHRS4L2
21524	DHRS7
24547	DHRS7B
32423	DHRS7C
16888	DHRS9
28639	DHRS11
25832	DHRS12
28326	DHRS13
18399	DHRSX
23537	DHTKD1
2749	DHX8
2750	DHX9
2738	DHX15
2739	DHX16
15815	DHX29
16716	DHX30
16717	DHX32
16718	DHX33
16719	DHX34
15861	DHX35
14410	DHX36
17210	DHX37
17211	DHX38
18018	DHX40
20086	DHX57
29517	DHX58
21528	DIABLO
2876	DIAPH1
2877	DIAPH2
15480	DIAPH3
17098	DICER1
2680	DIDO1
28440	DIEXF
30217	DIMT1
2883	DIO1
2884	DIO2
2885	DIO3
17217	DIP2A
29284	DIP2B
29150	DIP2C
19127	DIRAS1
19323	DIRAS2
687	DIRAS3
15760	DIRC1
16628	DIRC2
20604	DIS3
28698	DIS3L
28648	DIS3L2
2888	DISC1
19711	DISP1
19712	DISP2
29251	DISP3
23695	DIXDC1
2890	DKC1
2891	DKK1
2892	DKK2
2893	DKK3
2894	DKK4
16528	DKKL1
2896	DLAT
2897	DLC1
2898	DLD
2899	DLEC1
17567	DLEU7
2900	DLG1
2901	DLG2
2902	DLG3
2903	DLG4
2904	DLG5
2905	DLGAP1
2906	DLGAP2
30368	DLGAP3
24476	DLGAP4
16864	DLGAP5
2907	DLK1
21113	DLK2
2908	DLL1
2909	DLL3
2910	DLL4
2911	DLST
2914	DLX1
2915	DLX2
2916	DLX3
2917	DLX4
2918	DLX5
2919	DLX6
30536	DMAC1
25496	DMAC2
18291	DMAP1
2926	DMBT1
19026	DMBX1
2927	DMC1
2928	DMD
24475	DMGDH
25063	DMKN
2932	DMP1
2933	DMPK
2934	DMRT1
2935	DMRT2
13909	DMRT3
13826	DMRTA1
13908	DMRTA2
13913	DMRTB1
13910	DMRTC1
31686	DMRTC1B
13911	DMRTC2
14603	DMTF1
3382	DMTN
2936	DMWD
2937	DMXL1
2938	DMXL2
2939	DNA2
30539	DNAAF1
20188	DNAAF2
30492	DNAAF3
21493	DNAAF4
26013	DNAAF5
2940	DNAH1
2948	DNAH2
2949	DNAH3
2950	DNAH5
2951	DNAH6
18661	DNAH7
2952	DNAH8
2953	DNAH9
2941	DNAH10
37121	DNAH10OS
2942	DNAH11
2943	DNAH12
2945	DNAH14
2946	DNAH17
2954	DNAI1
18744	DNAI2
5229	DNAJA1
14884	DNAJA2
11808	DNAJA3
14885	DNAJA4
5270	DNAJB1
5228	DNAJB2
14886	DNAJB4
14887	DNAJB5
14888	DNAJB6
24986	DNAJB7
23699	DNAJB8
6968	DNAJB9
14889	DNAJB11
14891	DNAJB12
30718	DNAJB13
25881	DNAJB14
20090	DNAJC1
13192	DNAJC2
9439	DNAJC3
5271	DNAJC4
16235	DNAJC5
24138	DNAJC5B
24844	DNAJC5G
15469	DNAJC6
12392	DNAJC7
15470	DNAJC8
19123	DNAJC9
24637	DNAJC10
25570	DNAJC11
28908	DNAJC12
30343	DNAJC13
24581	DNAJC14
20325	DNAJC15
29157	DNAJC16
25556	DNAJC17
28429	DNAJC18
30528	DNAJC19
27030	DNAJC21
25802	DNAJC22
26979	DNAJC24
34187	DNAJC25
30290	DNAJC27
1297	DNAJC28
16410	DNAJC30
23247	DNAL1
2955	DNAL4
14353	DNALI1
2956	DNASE1
2957	DNASE1L1
2958	DNASE1L2
2959	DNASE1L3
2960	DNASE2
28875	DNASE2B
23799	DND1
24456	DNER
26532	DNHD1
33879	DNLZ
2972	DNM1
2973	DNM1L
2974	DNM2
29125	DNM3
30373	DNMBP
2976	DNMT1
2978	DNMT3A
2979	DNMT3B
2980	DNMT3L
2981	DNPEP
21218	DNPH1
2983	DNTT
16160	DNTTIP1
24013	DNTTIP2
2985	DOC2A
2986	DOC2B
2987	DOCK1
2988	DOCK2
2989	DOCK3
19192	DOCK4
23476	DOCK5
19189	DOCK6
19190	DOCK7
19191	DOCK8
14132	DOCK9
23479	DOCK10
23483	DOCK11
28662	DOHH
2990	DOK1
2991	DOK2
24583	DOK3
19868	DOK4
16173	DOK5
28301	DOK6
26594	DOK7
23406	DOLK
29565	DOLPP1
2993	DONSON
21194	DOPEY1
1291	DOPEY2
24948	DOT1L
2995	DPAGT1
24542	DPCD
21666	DPCR1
3002	DPEP1
23028	DPEP2
23029	DPEP3
20225	DPF1
9964	DPF2
17427	DPF3
3003	DPH1
3004	DPH2
27717	DPH3
24270	DPH5
30543	DPH6
25199	DPH7
3005	DPM1
3006	DPM2
3007	DPM3
3008	DPP3
3009	DPP4
3010	DPP6
14892	DPP7
16490	DPP8
18648	DPP9
20823	DPP10
19197	DPPA2
19199	DPPA3
19200	DPPA4
19201	DPPA5
32166	DPRX
3011	DPT
22205	DPY19L1
19414	DPY19L2
27120	DPY19L3
27829	DPY19L4
24590	DPY30
3012	DPYD
3013	DPYS
3014	DPYSL2
3015	DPYSL3
3016	DPYSL4
20637	DPYSL5
20410	DQX1
3017	DR1
25645	DRAM1
28769	DRAM2
3019	DRAP1
25054	DRAXIN
24245	DRC1
25384	DRC3
25289	DRC7
3020	DRD1
3023	DRD2
3024	DRD3
3025	DRD4
3026	DRD5
3029	DRG1
3030	DRG2
21536	DRGX
28031	DRICH1
17904	DROSHA
3032	DRP2
3035	DSC1
3036	DSC2
3037	DSC3
3039	DSCAM
14656	DSCAML1
24453	DSCC1
3044	DSCR3
21144	DSE
18144	DSEL
3048	DSG1
3049	DSG2
3050	DSG3
21307	DSG4
16165	DSN1
3052	DSP
3054	DSPP
1090	DST
15750	DSTN
29043	DSTYK
16219	DTD1
20277	DTD2
37261	DTHD1
30288	DTL
3057	DTNA
3058	DTNB
17328	DTNBP1
30926	DTWD1
19334	DTWD2
3060	DTX1
15973	DTX2
24457	DTX3
30323	DTX3L
29151	DTX4
3061	DTYMK
3062	DUOX1
13273	DUOX2
26507	DUOXA1
32698	DUOXA2
23481	DUPD1
30086	DUS1L
26014	DUS2
26920	DUS3L
21517	DUS4L
3064	DUSP1
3068	DUSP2
3069	DUSP3
3070	DUSP4
3071	DUSP5
3072	DUSP6
3073	DUSP7
3074	DUSP8
3076	DUSP9
3065	DUSP10
3066	DUSP11
3067	DUSP12
19681	DUSP13
17007	DUSP14
16236	DUSP15
17909	DUSP16
18484	DUSP18
18894	DUSP19
20476	DUSP21
16077	DUSP22
21480	DUSP23
28161	DUSP26
25034	DUSP27
33237	DUSP28
3078	DUT
50800	DUX4
32179	DUXA
3084	DVL1
3086	DVL2
3087	DVL3
2992	DXO
23460	DYDC1
23468	DYDC2
21317	DYM
26808	DYNAP
2961	DYNC1H1
2963	DYNC1I1
2964	DYNC1I2
18745	DYNC1LI1
2966	DYNC1LI2
2962	DYNC2H1
24595	DYNC2LI1
15476	DYNLL1
24596	DYNLL2
15468	DYNLRB1
15467	DYNLRB2
11697	DYNLT1
11694	DYNLT3
3091	DYRK1A
3092	DYRK1B
3093	DYRK2
3094	DYRK3
3095	DYRK4
3097	DYSF
23279	DYTN
15858	DZANK1
20908	DZIP1
26551	DZIP1L
30938	DZIP3
3113	E2F1
3114	E2F2
3115	E2F3
3118	E2F4
3119	E2F5
3120	E2F6
23820	E2F7
24727	E2F8
3121	E4F1
20907	EAF1
23115	EAF2
19312	EAPP
29419	EARS2
3123	EBAG9
3126	EBF1
19090	EBF2
19087	EBF3
29278	EBF4
3129	EBI3
39430	EBLN1
25493	EBLN2
15531	EBNA1BP2
3133	EBP
18061	EBPL
17029	ECD
3146	ECE1
13275	ECE2
3147	ECEL1
3149	ECH1
21489	ECHDC1
23408	ECHDC2
23489	ECHDC3
3151	ECHS1
2703	ECI1
14601	ECI2
3153	ECM1
3154	ECM2
35454	ECSCR
29548	ECSIT
3155	ECT2
21118	ECT2L
3157	EDA
17756	EDA2R
2895	EDAR
14341	EDARADD
26114	EDC3
17157	EDC4
16978	EDDM3A
19223	EDDM3B
53168	EDDM13
18967	EDEM1
15877	EDEM2
16787	EDEM3
3164	EDF1
3173	EDIL3
3176	EDN1
3177	EDN2
3178	EDN3
3179	EDNRA
3180	EDNRB
24640	EDRF1
3185	EEA1
3188	EED
3189	EEF1A1
3192	EEF1A2
27351	EEF1AKMT1
33787	EEF1AKMT2
24936	EEF1AKMT3
3208	EEF1B2
3211	EEF1D
3212	EEF1E1
3213	EEF1G
3214	EEF2
24615	EEF2K
32221	EEF2KMT
24614	EEFSEC
22223	EEPD1
25678	EFCAB1
28166	EFCAB2
26379	EFCAB3
24801	EFCAB5
24204	EFCAB6
29379	EFCAB7
34532	EFCAB8
34530	EFCAB9
20357	EFCAB11
28061	EFCAB12
26864	EFCAB13
29051	EFCAB14
25692	EFCC1
3218	EFEMP1
3219	EFEMP2
26330	EFHB
16406	EFHC1
26233	EFHC2
29556	EFHD1
28670	EFHD2
25789	EFL1
3221	EFNA1
3222	EFNA2
3223	EFNA3
3224	EFNA4
3225	EFNA5
3226	EFNB1
3227	EFNB2
3228	EFNB3
28970	EFR3A
29155	EFR3B
16898	EFS
30858	EFTUD2
3229	EGF
3235	EGFL6
20594	EGFL7
13944	EGFL8
26810	EGFLAM
3236	EGFR
1232	EGLN1
14660	EGLN2
14661	EGLN3
3238	EGR1
3239	EGR2
3240	EGR3
3241	EGR4
29144	EHBP1
30682	EHBP1L1
3242	EHD1
3243	EHD2
3244	EHD3
3245	EHD4
3246	EHF
3247	EHHADH
24650	EHMT1
14129	EHMT2
13276	EI24
1191	EID1
28292	EID2
26796	EID2B
32961	EID3
3249	EIF1
28147	EIF1AD
3250	EIF1AX
3252	EIF1AY
30792	EIF1B
3254	EIF2A
24921	EIF2AK1
9437	EIF2AK2
3255	EIF2AK3
19687	EIF2AK4
3257	EIF2B1
3258	EIF2B2
3259	EIF2B3
3260	EIF2B4
3261	EIF2B5
6583	EIF2D
3265	EIF2S1
3266	EIF2S2
3267	EIF2S3
3271	EIF3A
3280	EIF3B
3279	EIF3C
26347	EIF3CL
3278	EIF3D
3277	EIF3E
3275	EIF3F
3274	EIF3G
3273	EIF3H
3272	EIF3I
3270	EIF3J
24656	EIF3K
18138	EIF3L
24460	EIF3M
3282	EIF4A1
3284	EIF4A2
18683	EIF4A3
3285	EIF4B
3287	EIF4E
33179	EIF4E1B
3293	EIF4E2
31837	EIF4E3
3288	EIF4EBP1
3289	EIF4EBP2
3290	EIF4EBP3
16687	EIF4ENIF1
3296	EIF4G1
3297	EIF4G2
3298	EIF4G3
12741	EIF4H
3299	EIF5
3300	EIF5A
3301	EIF5A2
17419	EIF5AL1
30793	EIF5B
6159	EIF6
12383	EIPR1
14197	ELAC1
14198	ELAC2
3309	ELANE
3312	ELAVL1
3313	ELAVL2
3314	ELAVL3
3315	ELAVL4
3316	ELF1
3317	ELF2
3318	ELF3
3319	ELF4
3320	ELF5
33154	ELFN1
29396	ELFN2
3321	ELK1
3325	ELK3
3326	ELK4
23114	ELL
17064	ELL2
23113	ELL3
16286	ELMO1
17233	ELMO2
17289	ELMO3
25334	ELMOD1
28111	ELMOD2
26158	ELMOD3
19853	ELMSAN1
3327	ELN
11620	ELOA
30771	ELOA2
24617	ELOA3
31007	ELOA3B
52410	ELOA3C
33511	ELOA3D
11619	ELOB
11617	ELOC
28691	ELOF1
14418	ELOVL1
14416	ELOVL2
18047	ELOVL3
14415	ELOVL4
21308	ELOVL5
15829	ELOVL6
26292	ELOVL7
5959	ELP1
18248	ELP2
20696	ELP3
1171	ELP4
30617	ELP5
25976	ELP6
14417	ELSPBP1
30465	EMB
28957	EMC1
28963	EMC2
23999	EMC3
28032	EMC4
28430	EMC6
24301	EMC7
7864	EMC8
20273	EMC9
27609	EMC10
16041	EMCN
3331	EMD
24965	EME1
27289	EME2
16912	EMG1
18036	EMID1
19880	EMILIN1
19881	EMILIN2
16123	EMILIN3
3330	EML1
18035	EML2
26666	EML3
1316	EML4
18197	EML5
35412	EML6
3333	EMP1
3334	EMP2
3335	EMP3
18071	EMSY
3340	EMX1
3341	EMX2
3342	EN1
3343	EN2
18271	ENAH
3344	ENAM
3345	ENC1
29129	ENDOD1
3346	ENDOG
14369	ENDOU
26640	ENDOV
3349	ENG
24622	ENGASE
24838	ENHO
25246	ENKD1
28388	ENKUR
3350	ENO1
3353	ENO2
3354	ENO3
31670	ENO4
24599	ENOPH1
30365	ENOSF1
25474	ENOX1
2259	ENOX2
3355	ENPEP
3356	ENPP1
3357	ENPP2
3358	ENPP3
3359	ENPP4
13717	ENPP5
23409	ENPP6
23764	ENPP7
3360	ENSA
26352	ENTHD1
3363	ENTPD1
3364	ENTPD2
3365	ENTPD3
14573	ENTPD4
3367	ENTPD5
3368	ENTPD6
19745	ENTPD7
24860	ENTPD8
24449	ENY2
28526	EOGT
3372	EOMES
3373	EP300
11958	EP400
3374	EPAS1
3377	EPB41
3378	EPB41L1
3379	EPB41L2
3380	EPB41L3
13278	EPB41L4A
19818	EPB41L4B
19819	EPB41L5
3381	EPB42
19876	EPC1
24543	EPC2
11529	EPCAM
17572	EPDR1
29331	EPG5
17470	EPGN
3385	EPHA1
3386	EPHA2
3387	EPHA3
3388	EPHA4
3389	EPHA5
19296	EPHA6
3390	EPHA7
3391	EPHA8
19987	EPHA10
3392	EPHB1
3393	EPHB2
3394	EPHB3
3395	EPHB4
3396	EPHB6
3401	EPHX1
3402	EPHX2
23760	EPHX3
23758	EPHX4
3413	EPM2A
19735	EPM2AIP1
21604	EPN1
18639	EPN2
18235	EPN3
3415	EPO
34493	EPOP
3416	EPOR
15932	EPPIN
15577	EPPK1
3418	EPRS
3420	EPS8
21295	EPS8L1
21296	EPS8L2
21297	EPS8L3
3419	EPS15
24634	EPS15L1
16465	EPSTI1
3423	EPX
3053	EPYC
1359	EQTN
3424	ERAL1
18173	ERAP1
29499	ERAP2
5174	ERAS
3430	ERBB2
3431	ERBB3
3432	ERBB4
15842	ERBIN
17072	ERC1
31922	ERC2
3433	ERCC1
3434	ERCC2
3435	ERCC3
3436	ERCC4
3437	ERCC5
3438	ERCC6
20794	ERCC6L
26922	ERCC6L2
3439	ERCC8
3443	EREG
3444	ERF
26727	ERFE
3446	ERG
1187	ERG28
29205	ERGIC1
30208	ERGIC2
15927	ERGIC3
3447	ERH
23994	ERI1
30541	ERI2
17276	ERI3
27234	ERICH1
44395	ERICH2
25346	ERICH3
34497	ERICH4
26823	ERICH5
28602	ERICH6
26523	ERICH6B
25222	ERLEC1
16947	ERLIN1
1356	ERLIN2
15743	ERMAP
21056	ERMARD
29208	ERMN
23703	ERMP1
3449	ERN1
16942	ERN2
13280	ERO1A
14355	ERO1B
26495	ERP27
13799	ERP29
18311	ERP44
18185	ERRFI1
17474	ESAM
24645	ESCO1
27230	ESCO2
3465	ESD
15898	ESF1
3466	ESM1
16856	ESPL1
13281	ESPN
27937	ESPNL
3467	ESR1
3468	ESR2
25966	ESRP1
26152	ESRP2
3471	ESRRA
3473	ESRRB
3474	ESRRG
16817	ESS2
14865	ESX1
29534	ESYT1
22211	ESYT2
24295	ESYT3
24648	ETAA1
3477	ETF1
3481	ETFA
3482	ETFB
28739	ETFBKMT
3483	ETFDH
27052	ETFRF1
23287	ETHE1
24649	ETNK1
25575	ETNK2
14404	ETNPPL
3488	ETS1
3489	ETS2
3490	ETV1
3491	ETV2
3492	ETV3
33834	ETV3L
3493	ETV4
3494	ETV5
3495	ETV6
18160	ETV7
25816	EVA1A
25558	EVA1B
13239	EVA1C
3497	EVC
19747	EVC2
3499	EVI2A
3500	EVI2B
3501	EVI5
30464	EVI5L
20234	EVL
3503	EVPL
35236	EVPLL
3506	EVX1
3507	EVX2
3508	EWSR1
28507	EXD1
20217	EXD2
26023	EXD3
3511	EXO1
26115	EXO5
30380	EXOC1
53433	EXOC1L
24968	EXOC2
30378	EXOC3
27540	EXOC3L1
30162	EXOC3L2
20120	EXOC3L4
30389	EXOC4
10696	EXOC5
23196	EXOC6
17085	EXOC6B
23214	EXOC7
24659	EXOC8
3347	EXOG
17286	EXOSC1
17097	EXOSC2
17944	EXOSC3
18189	EXOSC4
24662	EXOSC5
19055	EXOSC6
28112	EXOSC7
17035	EXOSC8
9137	EXOSC9
9138	EXOSC10
30578	EXPH5
3512	EXT1
3513	EXT2
3515	EXTL1
3516	EXTL2
3518	EXTL3
3519	EYA1
3520	EYA2
3521	EYA3
3522	EYA4
21555	EYS
3526	EZH1
3527	EZH2
12691	EZR
3535	F2
3537	F2R
3538	F2RL1
3539	F2RL2
3540	F2RL3
3541	F3
3542	F5
3544	F7
3546	F8
3547	F8A1
31849	F8A2
31850	F8A3
3551	F9
3528	F10
3529	F11
14685	F11R
3530	F12
3531	F13A1
3534	F13B
21197	FA2H
3553	FAAH
26440	FAAH2
26428	FAAP20
28467	FAAP24
26171	FAAP100
3555	FABP1
3556	FABP2
3557	FABP3
3559	FABP4
3560	FABP5
3561	FABP6
3562	FABP7
3563	FABP9
34524	FABP12
3573	FADD
3574	FADS1
3575	FADS2
3576	FADS3
30459	FADS6
3578	FAF1
24666	FAF2
3579	FAH
14169	FAHD1
24252	FAHD2A
25318	FAHD2B
18703	FAIM
17067	FAIM2
13749	FAM3A
1253	FAM3B
18664	FAM3C
18665	FAM3D
16372	FAM8A1
18403	FAM9A
18404	FAM9B
18405	FAM9C
19367	FAM13A
1335	FAM13B
19371	FAM13C
21587	FAM19A1
21589	FAM19A2
21590	FAM19A3
21591	FAM19A4
21592	FAM19A5
23015	FAM20A
23017	FAM20B
22140	FAM20C
23470	FAM24A
23475	FAM24B
23436	FAM25A
23586	FAM25C
23590	FAM25G
21094	FAM26D
21568	FAM26E
33391	FAM26F
24563	FAM32A
28773	FAM35A
26888	FAM43A
31791	FAM43B
31793	FAM45A
18345	FAM46A
28273	FAM46B
24712	FAM46C
28399	FAM46D
29962	FAM47A
26659	FAM47B
25301	FAM47C
34343	FAM47E
25373	FAM49A
25216	FAM49B
18786	FAM50A
18789	FAM50B
31860	FAM53A
28968	FAM53B
1336	FAM53C
29646	FAM57A
25295	FAM57B
28434	FAM58A
30702	FAM60A
32213	FAM69A
28290	FAM69B
31729	FAM69C
26541	FAM71A
28397	FAM71B
28594	FAM71C
20101	FAM71D
25107	FAM71E1
25278	FAM71E2
30704	FAM71F1
27998	FAM71F2
24044	FAM72A
24805	FAM72B
30602	FAM72C
33593	FAM72D
28530	FAM76A
28492	FAM76B
25465	FAM78A
13495	FAM78B
28379	FAM81A
26335	FAM81B
28210	FAM83A
21357	FAM83B
16121	FAM83C
16122	FAM83D
25972	FAM83E
25148	FAM83F
32554	FAM83G
24797	FAM83H
20743	FAM84A
24166	FAM84B
28268	FAM86B1
32222	FAM86B2
25561	FAM86C1
25057	FAM89A
16708	FAM89B
25526	FAM90A1
26306	FAM91A1
30452	FAM92A
24781	FAM92B
26235	FAM96A
24261	FAM96B
24520	FAM98A
26773	FAM98B
27119	FAM98C
31419	FAM102A
27637	FAM102B
31022	FAM103A1
25918	FAM104A
25085	FAM104B
25629	FAM105A
25682	FAM106A
30827	FAM107A
23726	FAM107B
26509	FAM109A
27161	FAM109B
16188	FAM110A
28587	FAM110B
33340	FAM110C
25860	FAM110D
24725	FAM111A
24200	FAM111B
25087	FAM114A1
1333	FAM114A2
24179	FAM117A
14440	FAM117B
1313	FAM118A
26110	FAM118B
13247	FAM120A
23389	FAM120AOS
21109	FAM120B
16949	FAM120C
23490	FAM122A
30490	FAM122B
25202	FAM122C
26413	FAM124A
26224	FAM124B
24587	FAM126A
28593	FAM126B
16784	FAM129A
25282	FAM129B
24130	FAM129C
28308	FAM131A
22202	FAM131B
26717	FAM131C
26748	FAM133A
28629	FAM133B
21084	FAM135A
28029	FAM135B
25911	FAM136A
24527	FAM149A
29162	FAM149B1
25032	FAM151A
33716	FAM151B
29940	FAM153A
27323	FAM153B
33877	FAM155A
30701	FAM155B
30114	FAM156A
31962	FAM156B
28757	FAM159A
34236	FAM159B
34237	FAM160A1
25378	FAM160A2
29320	FAM160B1
16492	FAM160B2
25808	FAM161A
19854	FAM161B
17865	FAM162A
21549	FAM162B
28274	FAM163A
33277	FAM163B
33818	FAM166A
34242	FAM166B
15549	FAM167A
28133	FAM167B
28999	FAM168A
27016	FAM168B
29138	FAM169A
26835	FAM169B
27963	FAM170A
19736	FAM170B
23522	FAM171A1
30480	FAM171A2
29412	FAM171B
25365	FAM172A
14152	FAM173A
27029	FAM173B
24943	FAM174A
34339	FAM174B
19829	FAM177A1
34395	FAM177B
28036	FAM178B
33773	FAM180A
34451	FAM180B
20491	FAM181A
28512	FAM181B
34347	FAM183A
20991	FAM184A
29235	FAM184B
22412	FAM185A
26980	FAM186A
25296	FAM186B
35153	FAM187A
26366	FAM187B
29075	FAM189A1
24820	FAM189A2
1233	FAM189B
29856	FAM192A
16822	FAM193A
25524	FAM193B
33859	FAM196A
37271	FAM196B
24485	FAM198A
25312	FAM198B
25195	FAM199X
25401	FAM200A
27740	FAM200B
25794	FAM204A
41911	FAM205A
42673	FAM205C
1364	FAM206A
15811	FAM207A
30314	FAM208A
23484	FAM208B
16100	FAM209A
16101	FAM209B
28346	FAM210A
16102	FAM210B
32480	FAM212A
28045	FAM212B
28651	FAM213A
28390	FAM213B
25609	FAM214A
25666	FAM214B
30180	FAM216A
26883	FAM216B
21362	FAM217A
16170	FAM217B
26466	FAM218A
19920	FAM219A
24695	FAM219B
22422	FAM220A
27977	FAM221A
30762	FAM221B
25915	FAM222A
25563	FAM222B
44197	FAM227A
26543	FAM227B
34418	FAM228A
24736	FAM228B
44652	FAM229A
33858	FAM229B
49427	FAM231A
49506	FAM231B
49508	FAM231C
49509	FAM231D
14163	FAM234A
29288	FAM234B
44268	FAM236A
52640	FAM236B
52641	FAM236C
52642	FAM236D
52388	FAM237A
52390	FAM240A
53430	FAM240B
29170	FAN1
3582	FANCA
3583	FANCB
3584	FANCC
3585	FANCD2
28623	FANCD2OS
3586	FANCE
3587	FANCF
3588	FANCG
25568	FANCI
20748	FANCL
23168	FANCM
23527	FANK1
3590	FAP
26222	FAR1
25531	FAR2
3591	FARP1
16460	FARP2
21062	FARS2
3592	FARSA
17800	FARSB
11920	FAS
11936	FASLG
3594	FASN
24676	FASTK
26150	FASTKD1
29160	FASTKD2
28758	FASTKD3
25790	FASTKD5
3595	FAT1
3596	FAT2
23112	FAT3
23109	FAT4
24683	FATE1
3597	FAU
20742	FAXC
1334	FAXDC2
24674	FBF1
3599	FBL
24686	FBLIM1
3600	FBLN1
3601	FBLN2
3602	FBLN5
26740	FBLN7
3603	FBN1
3604	FBN2
18794	FBN3
3606	FBP1
3607	FBP2
20442	FBRS
29308	FBRSL1
13598	FBXL2
13599	FBXL3
13601	FBXL4
13602	FBXL5
13603	FBXL6
13604	FBXL7
17875	FBXL8
13611	FBXL12
21658	FBXL13
28624	FBXL14
28155	FBXL15
14150	FBXL16
13615	FBXL17
21874	FBXL18
25300	FBXL19
24679	FBXL20
13600	FBXL21
27537	FBXL22
13581	FBXO2
13582	FBXO3
13583	FBXO4
13584	FBXO5
13585	FBXO6
13586	FBXO7
13587	FBXO8
13588	FBXO9
13589	FBXO10
13590	FBXO11
13617	FBXO15
13618	FBXO16
18754	FBXO17
13620	FBXO18
13592	FBXO21
13593	FBXO22
13595	FBXO24
13596	FBXO25
18753	FBXO27
29046	FBXO28
15600	FBXO30
16510	FBXO31
16731	FBXO32
19833	FBXO33
20201	FBXO34
27020	FBXO36
28844	FBXO38
28565	FBXO39
29816	FBXO40
29409	FBXO41
29249	FBXO42
28521	FBXO43
24847	FBXO44
29148	FBXO45
25069	FBXO46
31969	FBXO47
33857	FBXO48
13608	FBXW2
10847	FBXW4
13613	FBXW5
16712	FBXW7
13597	FBXW8
28136	FBXW9
1211	FBXW10
13607	FBXW11
20729	FBXW12
24692	FCAMR
3608	FCAR
3609	FCER1A
3611	FCER1G
3612	FCER2
20220	FCF1
13572	FCGBP
3613	FCGR1A
3614	FCGR1B
3616	FCGR2A
3618	FCGR2B
15626	FCGR2C
3619	FCGR3A
3620	FCGR3B
3621	FCGRT
29002	FCHO1
25180	FCHO2
25463	FCHSD1
29114	FCHSD2
14315	FCMR
3623	FCN1
3624	FCN2
3625	FCN3
18509	FCRL1
14875	FCRL2
18506	FCRL3
18507	FCRL4
18508	FCRL5
31910	FCRL6
18504	FCRLA
26431	FCRLB
19215	FDCSP
3629	FDFT1
3631	FDPS
3638	FDX1
