CHRM3	RNAseq)
CHRM3	Methyl)
PLCB2	RNAseq)
PLCB4	RNAseq)
ITPR1	RNAseq)
ITPR2	RNAseq)
ITPR2	Methyl)
ATP2B1	RNAseq)
ATP2B2	RNAseq)
PRKCA	RNAseq)
PRKCB	RNAseq)
PRKCG	RNAseq)
ATP1A2	RNAseq)
ATP1A3	RNAseq)
ATP1B1	RNAseq)
ATP1B3	RNAseq)
CLCA2	RNAseq)
CEL	RNAseq)
PLA2G2D	RNAseq)
PLA2G1B	RNAseq)
PLA2G5	RNAseq)
ATP2A1	RNAseq)
CD38	RNAseq)
ADCY3	RNAseq)
ADCY4	RNAseq)
ADCY6	RNAseq)
ADCY6	Methyl)
RAP1A	RNAseq)
RAC1	RNAseq)
