HGNC symbol	HGNC ID
SDR39U1	20275
SNX22	16315
SMAD5	6771
TRIM7	16278
ZADH2	28697
MTA2	7411
R3HDM4	28270
TMEM159	30136
QDPR	9752
LINC01396	50675
ACBD6	23339
GPM6A	4460
FCER2	3612
CCSER2	29197
GAMT	4136
MSX1	7391
ATP2A1	811
OR7E158P	31232
MCF2	6940
OR7E161P	31234
VDAC1P4	12675
LHX4	21734
BCAR1P2	51326
FBXL16	14150
LINC00280	38803
HELZ	16878
MMGT1	28100
CASC11	48939
IFT22	21895
TRAV37	12136
FCF1P4	44616
SMAD5-AS1	30586
TDRD15	45037
SLC9A6	11079
TRAV38-1	12137
PAK3	8592
TRIM49B	42955
WDR24	20852
MBD6	20445
APOBEC4	32152
TTTY1B	37981
MYL6B	29823
TTTY2B	37982
RPL34P6	35810
LINC00390	42718
SLC9A7P1	32679
SMIM2-IT1	41492
TSPAN5	17753
C16orf74	23362
CBLN3	20146
HMGB1P25	39116
NUTF2P8	50457
SMIM2-AS1	42674
LCA5L	1255
TRIM64C	37148
POLDIP2	23781
BMS1P16	49161
VPS13A-AS1	44167
RPL12P29	35791
GPR25	4480
TNPO1P1	45120
LINC01830	52636
HEMGN	17509
CACYBPP1	45122
KHNYN	20166
SMIM2	28776
LINC01822	52627
PANX2	8600
RPL30P3	36380
SNRPCP9	49824
TRAV38-2DV8	12138
IGKV2-19	5779
RPS3AP29	35531
FCHO2	25180
TRAV39	12139
NRBP1	7993
IGKV3-20	5817
DEFB136	34433
FIG4	16873
UBTFL7	35404
GOLGA8T	44410
TRAV40	12141
LINC01387	44660
DEFB135	32400
LINC02453	53392
EVA1B	25558
IGKV6-21	5836
TRAV41	12142
DEFB134	32399
TNFAIP1	11894
KANSL3	25473
OR7E7P	8457
DNM1P30	35177
SH3D21	26236
OR7E38P	8411
RPL31P11	35849
GTF2IP4	51716
UBAC1	30221
MAPKAPK2	6887
DCTN2	2712
SLC13A3	14430
ISLR2	29286
PHBP5	39284
MIR1302-2HG	52482
SLC39A9	20182
C1orf106	25599
DDX11L1	37102
TRAJ57	12089
TRAJ54	12086
TRDJ1	12257
TRAJ55	12087
WASH7P	38034
UPP1	12576
ZNF33B	13097
CHRND	1965
TMPO	11875
TRAJ61	12094
LINC02249	32351
TRDJ3	12259
TRDJ2	12258
TRDV2	12263
TRDC	12253
MINOS1-NBL1	48338
TRAJ60	12093
TRAJ59	12091
TRDV3	12264
LINC01884	52703
TRDJ4	12260
VN1R54P	37374
TRDD2	12255
LINC01518	51216
FAM138A	32334
RPL36AP48	36721
TRIM77BP	43980
CETP	1869
TRDD3	12256
SLC5A1	11036
TRAJ56	12088
ATP6V1A	851
TRAJ58	12090
TRDD1	12254
UQCRHP2	38045
C20orf197	26601
TRMT112P6	44025
IGKV1-22	5734
IGKV2-23	5780
IGKV2-24	5781
ZFR2	29189
CSNK1A1L	20289
IDH1-AS1	40292
MTPN	15667
OR4G11P	31276
RAB10	9759
NBL1	7650
IDH1	5382
TRIM55	14215
LUZP6	33955
OR4F5	14825
ZNF274	13068
FCRLA	18504
KY	26576
CXXC5-AS1	53009
ERH	3447
TSHZ1	10669
CUBNP1	44983
CXXC5	26943
SERP2	20607
SPRR1B	11260
CHRFAM7A	15781
ARHGAP1	673
MYOZ1	13752
NEK6	7749
ANP32B	16677
QKI	21100
ANKRD54	25185
NACC2	23846
FYN	4037
WRB	12790
C3P1	34414
TMPO-AS1	44158
MINOS1	32068
SSPO	21998
LINC01107	49229
LINC01937	52760
COL13A1	2190
CD5L	1690
LDHAP1	6536
COLGALT2	16790
SDHA	10680
TWIST2	20670
MRPS21P2	29749
LINC01940	52763
RPS12P24	35561
NACAP3	49490
PSMD3	9560
TTTY21B	37980
EPHB1	3392
LINC02413	53342
DENND2C	24748
LINC02412	53341
ADPRH	269
CICP27	48835
PCMTD1P3	38806
NANS	19237
TPT1P7	49300
PKHD1	9016
LINC01048	49042
TMEM129	25137
ZBED5-AS1	48646
LINC00547	43682
STK31	11407
GNGT2	4412
TRIM14	16283
MNS1	29636
ZBED5	30803
COL26A1	18038
CELSR3	3230
EIF3L	18138
KLHL29	29404
PDS5A	29088
RPL23AP83	35846
TEX9	29585
KLF8	6351
LINC01970	52796
PSMC3IP	17928
NCF1B	32522
DEFB108P3	26227
MYC	7553
TMEM250	31009
ABI3	29859
IGKV3-25	5818
HMGB3P10	39302
ARHGAP28	25509
GTF2IRD2P1	33127
IGKV2-26	5782
TP53RK	16197
OIP5	20300
ZNF629	29008
IGKV1-27	5735
ELOCP24	38160
CD7	1695
YBX3	2428
BTF3P13	1128
TRPC6P	23270
LIN28AP1	38055
IL10	5962
OIP5-AS1	43563
POMT2	19743
FRRS1	27622
CLEC2A	24191
FCRLB	26431
ZNF813	33257
HMGB1P33	39124
ZNF566	25919
CACYBPP2	45123
PAK6	16061
ABCC6	57
EMC8	7864
TPM3P6	39169
RPL21P42	37017
GRK7	17031
MTCYBP13	51975
CDCP1	24357
FOLH1B	13636
ITCH	13890
SLC26A6	14472
MTRNR2L1	37155
FAM182A	16222
MTND1P15	42064
NPM1P40	45219
NPM1P23	44513
MTND2P13	42114
LINC00691	44514
CHIT1	1936
NMTRS-TGA3-1	35087
BSNDP3	51538
AIMP2	20609
MTCO3P13	52043
AADAT	17929
MLX	11645
MTATP6P3	44577
UBTFL10	50287
MEMO1P4	38504
LLGL2	6629
HMGN2P25	39392
CYTL1	24435
TRIM77	34228
SPATA6L	25472
NUPL2	17010
VWCE	26487
COX4I1	2265
PABPC1P1	8558
OCM2	34396
ELOCP33	49174
EIF2AK1	24921
UBTFL2	35169
KIF1B	16636
UBTFL9	50286
SMIM21	27598
C18orf8	24326
PLPP5	25026
EDF1	3164
TRIM64DP	43974
FDX1P1	3640
OVOL2	15804
CDC42P1	16339
ITCH-IT1	41397
CHD5	16816
AZIN2	29957
FBXW7	16712
ITCH-AS1	40659
LINC01351	50577
LMTK2	17880
SECTM1	10707
SLC26A8	14468
MGME1	16205
LINC01750	52538
SEPT2	7729
LINC01720	52507
TXNP3	49483
CRH	2355
LHX3	6595
UBE2W	25616
PTMAP3	9626
CCT5	1618
ANKRD61	22467
PTPN11	9644
GSTZ1	4643
APOL2	619
PTPN5	9657
SNX5	14969
TTTY7	18488
DNAJB7	24986
HMGN2P27	39394
XPNPEP3	28052
CTTNBP2NL	25330
IL19	5990
MROH3P	33122
COMMD10	30201
GP9	4444
ZNF705D	33202
BUB1B	1149
LINC01876	52695
C19orf43	28424
MCPH1-AS1	51655
LINC01007	48973
TRIM49	13431
PLPP6	23682
SHISA2	20366
MCPH1	6954
FAM90A2P	32250
AGAP5	23467
ZNF804A	21711
HNRNPA1P46	48776
SLC1A1	10939
USP17L2	34434
MYL10	29825
DDX11L16	37115
IGKV2-28	5783
WASH6P	31685
FAM177A1P1	34441
FBXO3-AS1	51147
DEFB109P3	30838
LINC01680	52467
RPL23AP33	36946
ZSWIM4	25704
METRN	14151
TTTY8B	37622
BHLHA15	22265
CWC22	29322
USP17L7	37180
NPC1	7897
IGKV2-30	5785
PSD2-AS1	52765
LINC00967	48725
EIF4E	3287
IGKV2-29	5784
FAM66D	24159
TECPR1	22214
IGKV3-31	5819
IGKV1-32	5736
CABP5	13714
IL20	6002
IGKV1-33	5737
FBXW7-AS1	52397
C6orf223	28692
RGS18	14261
DDHD2	29106
IGKV3-34	5820
CHCHD2P1	39585
TEX19	33802
IGKV1-35	5738
UBQLN2	12509
LINC02470	53409
IGKV2-36	5786
IGKV1-37	5739
HIVEP3	13561
BMS1P4	23652
KIRREL	15734
IGKV2-38	5787
NCOR1P1	16724
AK4P2	39066
TRIM53BP	37144
ANGPT2	485
CTBP2P7	45199
IGKV1-39	5740
PDLIM1P3	48946
RPL6	10362
GTF2IP6	51718
TRIM51BP	37145
SYNPO2L	23532
RRS1-AS1	50465
C9orf84	26535
RGS21	26839
UTS2R	4468
ISLR	6133
ASNA1	752
CTSD	2529
WASIR1	38513
TCEA1	11612
LINC01898	52717
IL9R	6030
FAM138F	33581
VENTXP6	32216
TRIM64B	37147
RPS24P8	37016
STAU2-AS1	44101
TWF1	9620
TMEM158	30293
ANKIB1	22215
KIRREL-IT1	41412
VPS41	12713
OR4G3P	8304
MTND1P35	42088
COMMD6	24015
STAU2	11371
PDE6C	8787
TBCAP3	42632
E2F2	3114
IGSF22	26750
NDUFS5P4	44042
SPRR2D	11264
TRIM49D1	43973
FBLN5	3602
KISS1R	4510
LRRC37A4P	25479
C15orf56	33868
HDAC4	14063
LINC01893	52712
BUB1B-PAK6	52276
SOWAHA	27033
FBXW10	1211
IGKV2-40	5789
SPRR2A	11261
CRIP1P1	44516
TMEM86A	26890
TUSC8	49111
QSOX2	30249
FAM238A	17776
PTPRD-AS2	49754
RGS1	9991
ISY1	29201
NIFKP1	44949
BCL7C	1006
TRPC7-AS1	40936
TRPC7-AS2	40937
CCND3P1	1586
TWIST1	12428
ITGB1BP1	23927
FAM238B	44917
ANGPTL6	23140
C8orf46	28498
TRPC7	20754
CHRNG	1967
EEF1A1P8	3203
FAM86B1	28268
PRCD	32528
GRXCR1	31673
SPRR2E	11265
CCDC70	25303
NSD3	12767
TSC22D1	16826
MAP3K8	6860
CLCN4	2022
LINC01353	50580
CTAGE3P	24348
SLC40A1	10909
C19orf66	25649
CELSR3-AS1	50302
PVT1	9709
SPRR2B	11262
SPRR2C	11263
RBX1	9928
MIR762HG	51386
SPRR2F	11266
HTR3D	24004
NCKIPSD	15486
POM121B	34004
UQCRBP1	12583
SFTPB	10801
SPRR2G	11267
TSC22D1-AS1	43684
MTCYBP10	51961
DUSP12	3067
CYGB	16505
LINC01136	49452
SHANK1	15474
MTND6P10	39473
MAPK8IP1P2	52402
IMP3P1	49385
CCDC78	14153
CEP192	25515
SMARCE1P6	39737
TMEM75	32295
SPIN3	27272
ZNF330	15462
RPS26P8	31329
LELP1	32046
APOL1	618
MTND5P23	42285
CLEC12B	31966
PSD2	19092
FERD3L	16660
PGAM1P12	42459
ZNF862	34519
GCFC2	1317
RAB43	19983
CSF3	2438
FTO	24678
ARID3A	3031
ADHFE1	16354
DCSTAMP	18549
SSR3	11325
TWISTNB	18027
CLEC12A-AS1	53407
CAMK2B	1461
CLEC12A	31713
ACTR3B	17256
SCML1	10580
PHOSPHO1	16815
HTR3C	24003
STK32B	14217
DPYS	3013
PRSS33	30405
AKAP8P1	49758
THRB	11799
PPIL1P1	20865
ISY1-RAB43	42969
TRAJ53	12085
JKAMPP1	49759
BTG2	1131
LINC02383	53306
GRAMD1C	25252
RPS3AP5	23744
MAPK1	6871
GAREM2	27172
NDUFB4P12	45260
PLEKHO1	24310
COX6A1P2	35239
AMPD1	468
RPL12P2	16070
HTR3E-AS1	41032
TRAJ52	12084
TRAJ51	12083
HTR3E	24005
TRAJ50	12082
SUZ12	17101
CAMKK2	1470
PSMC1P3	39778
LINC01287	50351
ATP1B3	806
CHRM2	1951
PAXBP1P1	50352
GPC2	4450
CLEC1B	24356
ID3	5362
CD27-AS1	43896
METTL26	14141
MARK2P4	39795
KRT8P51	48883
CASP8AP2	1510
MRPL19	14052
LINC02366	53289
MDS2	29633
ST6GALNAC2	10867
GAL3ST4	24145
RPGRIP1L	29168
HSPE1P12	49331
ZNF780A	27603
TMBIM7P	49212
ALG1L11P	44380
CD27	11922
MTND5P21	42296
ATP1B3-AS1	40088
ATF1	783
ZNF516	28990
VAMP1	12642
GPR6	4515
TIPARP	23696
ANKRD26P1	32955
PREX1	32594
AP1B1P1	297
TRIT1	20286
HEXDC	26307
GALNT18	30488
CPSF6	13871
UIMC1	30298
FMOD	3774
CPSF3	2326
SNHG16	44352
LINC01519	51217
SUPT4H1P1	33981
FSIP2	21675
FAM173A	14152
PRKCD	9399
LINC02475	53418
TMEM196	22431
MIR646HG	27659
VPS26AP1	44611
KCTD8	22394
NANOS3	22048
THRB-AS1	44515
CSNK2A3	2458
LMO2	6642
LINC01520	51218
RPL5P3	31034
RPL31P20	36303
FOLH1	3788
DDX27	15837
EIF3KP2	44017
THRB-IT1	41390
MTCO2P1	16564
ZNF367	18320
XIAP-AS1	40078
ZP2	13188
TIPARP-AS1	41028
TIGD1	14523
NARFL	14179
XIAP	592
CFAP53	26530
FSIP2-AS1	40978
ZNF780B	33109
EFHD1	29556
CHMP5	26942
SRI	11292
GRID1-AS1	44131
RSU1P1	31114
GRID1	4575
DUXAP3	32182
EP300	3373
AMFR	463
TAPBPL	30683
MRPL14	14279
SHROOM1	24084
TMEM63B	17735
RRS1	17083
CAPN13	16663
PSMD12	9557
ASAP2	2721
EIF4E2	3293
WDR17	16661
DPP6	3010
TARBP2	11569
EPHX2	3402
HSPA8P3	44918
GNRH2	4420
C17orf62	28672
ABI1	11320
RPL21P9	19780
RDH12	19977
MIR663AHG	27662
OR4G1P	8302
RELL2	26902
HNRNPA1P32	44958
PIM1	8986
GUF1	25799
ADAMTS16	17108
PRPSAP2	9467
ZFYVE26	20761
EIF1P7	49620
LINC00415	42748
PTN	9630
GRAMD4P6	49141
EP300-AS1	50504
HAGHL	14177
LRRC37A14P	43818
STEAP4	21923
HNRNPA1P39	48768
FCHSD1	25463
LARP7P1	49763
TMPRSS12	28779
SSB	11316
GOLGA8R	44407
YIPF7	26825
LINC01305	27690
FTLP5	37953
IGBP1P3	43612
NDUFA5P2	48855
LRP12	31708
GNPDA2	21526
ZNF652	29147
OR7A19P	15337
GUCY2D	4689
OR4F17	15381
MARK3P1	50312
BMS1	23505
TRAJ49	12080
WBP1LP11	51471
DDX4	18700
TRAJ48	12079
PEX1	8850
SLC38A4	14679
LARS2	17095
SP9	30690
TRIM3	10064
IGKV2D-40	5804
AP1B1P2	298
METTL5	25006
IGKV1D-39	5756
LURAP1L	31452
HNRNPFP1	48812
ZNF408	20041
PRELP	9357
PIRT	37239
LURAP1L-AS1	49761
TAF9B	17306
TYRP1	12450
ZNF346	16403
RPL30P4	35871
ZFAS1	33101
SARS	10537
C22orf42	27160
RPL15P21	36190
RPL12P9	23766
GUCA2B	4683
BEST2	17107
MAP3K7CL	16457
STK40	21373
CFAP52	16053
ATCAY	779
TRAJ47	12078
SALL4P1	39818
ACTBL2	17780
LPGAT1	28985
TSEN15	16791
RPS15AP36	36803
ZNF346-IT1	41423
RAI2	9835
PLEKHD1	20148
UBE2N	12492
TMEM171	27031
TMEM40	25620
TBC1D22B	21602
ADRB2	286
NRG2	7998
ST6GALNAC1	23614
LARS2-AS1	40796
NR4A2	7981
GUCA2A	4682
GMPPB	22932
TMEM217	21238
CORO2A	2255
TTC8	20087
NUDT4	8051
LINC01264	50282
NSUN5	16385
PITPNC1	21045
METTL7A	24550
TTC39DP	35451
WASF1	12732
USP43	20072
GEMIN6	20044
LINC02225	53094
LINC02101	52956
TRABD	28805
CCDC177	23243
SHCBP1	29547
LINC01704	52492
NBDY	50713
ARID4A	9885
ELL2P1	39343
HIST1H1E	4718
MRPS21P6	29753
CD1D	1637
THUMPD3-AS1	44478
CTF1	2499
FRG1CP	51762
KCNB1	6231
CCDC187	30942
HDLBP	4857
CDC14B	1719
SLC38A9	26907
HSPD1P18	35136
RNF123	21148
HYAL1	5320
MTRNR2L3	37157
MXRA7	7541
HNRNPA1P13	39131
PTPRU	9683
MTND1P9	42099
SRGAP3	19744
ATF6	791
CIR1	24217
RAE1	9828
RET	9967
ZFPM2-AS1	50698
LMO7	6646
C20orf173	16166
HIST1H3D	4767
HIST1H4D	4782
STK11IP	19184
TMCC1P1	31901
HIST1H2BD	4747
LINC01718	52505
ZFPM2	16700
TMEM174	28187
HIST1H1PS1	19163
GJA10	16995
IGLCOR22-1	15696
LARP1P1	23183
RFPL2	9979
WNT2B	12781
HIST1H2BF	4752
HIGD1C	28044
MRPS26	14045
IL24	11346
HIST1H2AD	4729
HIST1H2BE	4753
PDSS1	17759
FAM171A2	30480
TMEM199	18085
RPL12P24	35952
RPL23AP21	35827
NRAS	7989
ERVW-1	13525
PLA2G4C-AS1	51585
GATAD1	29941
ST7L	18441
PLA2G4C	9037
KIF21B	29442
CT62	27286
ZNFX1	29271
SEMA6A-AS1	51110
SMARCE1P5	39734
SEMA6A-AS2	52754
ASNSD1	24910
RPS14P8	37027
TRAJ46	12077
LINC01456	50846
THSD4	25835
RGS13	9995
BCLAF1	16863
SEMA6A	10738
SMYD4	21067
SEBOX	32942
LINC00407	42739
PPM1F	19388
F2	3535
TRAJ45	12076
HACD4	20920
TRAJ44	12075
SARM1	17074
PAXIP1	8624
LINC00330	42047
DUSP8P5	45003
CRHR1	2357
TRAJ43	12074
GLUD1P3	4338
BEND2	28509
PGAM1P4	42451
SRGAP3-AS3	40900
SRGAP3-AS2	40899
RPL11	10301
LINC02230	53099
FCMR	14315
SRGAP3-AS1	40898
IGKV2D-38	5803
DGKI	2855
SHISA6	34491
THUMPD3	24493
RPA1	10289
FOXD1-AS1	50658
TOP3B	11993
PRSS41	30715
FOXD1	3802
RPSAP17	35707
THSD4-AS1	51420
IGKV1D-37	5755
IGKV2D-36	5802
HMGB1P6	4998
C18orf65	51248
IGKV1D-35	5754
C1orf21	15494
DAZAP1	2683
LINC00908	27599
METTL15P1	31926
UQCRQ	29594
SLC46A1	30521
PA2G4P4	32217
LINC00886	48572
FRA10AC1	1162
SLC5A4	11039
PIGR	8968
ELOA-AS1	50582
HABP4	17062
HADHA	4801
ELOA	11620
POSTN	16953
FOXJ3	29178
GDF9	4224
CPSF1P1	19251
IL6R	6019
SLC5A4-AS1	53163
RPL7L1P5	39487
CA11	1370
VTN	12724
OXT	8528
CLRN2	33939
PRR9	32057
FNDC3CP	35452
LINC00683	44467
ZNF544	16759
C1GALT1P1	51614
AFAP1L2	25901
LINC01927	52749
ZNF75BP	13147
C6orf118	21233
TMEM117	25308
LINC01879	52698
IGKV3D-34	5828
ITGA2B	6138
SRGAP3-AS4	42434
IGKV1D-33	5753
NTN5	25208
PAXIP1-AS2	48958
SETD5	25566
RGS2	9998
PGAM1P1	42448
HADHB	4803
SEC1P	44149
ZNF878	37246
NOL11	24557
TVP23B	20399
ZNF433	20811
ABCA13	14638
LOR	6663
JMJD6	19355
MST1	7380
LYZ	6740
PGLYRP3	30014
LEKR1	33765
PSMD8P1	34013
CAPRIN1	6743
OLFML2B	24558
P2RY11	8540
DNAH1	2940
EDEM3	16787
PPAN	9227
KLF3P2	41519
SUSD6	19956
NACAP5	49492
CTF2P	33173
SPATA4	17333
LINC02210-CRHR1	51483
ZNF331	15489
PLEKHA2	14336
TRIM50	19017
LINC00602	43917
EIF3G	3274
LINC00473	21160
MTND4P21	42208
DDX31	16715
UNC13A	23150
PDE10A	8772
ZNF8	13154
SUGT1P2	31377
EPB41L2	3379
RPL23AP71	36908
FAM149B1P1	31735
CYP4F10P	39943
OGFOD3	26174
MCRIP2	14142
FBXL19	25300
CNOT10	23817
MTCO3P18	52048
LINC01385	50657
LINC01386	50659
SPATA8-AS1	48627
ABCG5	13886
ATP7B	870
LINC01032	49018
GPNMB	4462
TRIM41	19013
DAB2	2662
AMIGO3	24075
KRT5	6442
APEH	586
GNLY	4414
RIOK1	18656
CDC40	17350
IGKV1D-32	5752
IGKV3D-31	5827
NOS1AP	16859
IGKV2D-30	5801
TKFC	24552
EAPP	19312
FBXL19-AS1	27557
F2RL1	3538
ORAI3	28185
GTF3C4	4667
EIF1P4	49617
PRSS21	9485
S100Z	30367
SH3TC2	29427
PPAN-P2RY11	33526
C1orf226	34351
LAP3	18449
ATP6V0E2	21723
ZNF529-AS1	51275
SPATA46	27648
GPALPP1	20298
METTL24	21566
ZNF382	17409
TRIM49D2	37217
FGFR4	3691
MAN1A1	6821
LMO7-AS1	50277
DMBT1	2926
IL3	6011
UCHL3	12515
SNX6	14970
RETREG3	27258
NUFIP1	8057
TUSC2	17034
ATP6V0E2-AS1	44180
TUBE1	20775
DNAH8	2952
MFSD11	25458
FKBP6	3722
IGKV2D-29	5800
TRIM64	14663
CD1A	1634
LINC00824	50281
AMIGO2	24073
CYB561A3	23014
TRAJ42	12073
IGKV2D-28	5799
ZNF529	29328
TRAJ41	12072
IGKV1D-27	5751
HYAL2	5321
TRAJ40	12071
PCED1B-AS1	44166
STAG2	11355
IGKV2D-26	5798
TRAJ39	12069
TRAJ38	12068
LINC00977	48902
TRIM51EP	43970
TRAJ37	12067
TRIM53AP	19025
TRAJ36	12066
FUT11	19233
ATP8A2P3	42641
HMGN1P5	39348
CNOT10-AS1	41031
CAGE1	21622
TRAJ35	12065
C9	1358
NUS1P4	38474
TRAJ34	12064
CYCSP35	24409
ZNF260	13499
CCDC26	28416
TRAJ33	12063
MRPL53P1	29725
RNF6	10069
PCED1B	28255
CALM2P4	39661
PSMB7	9544
CAPZA1	1488
SPOCK1	11251
TRAJ32	12062
CD1C	1636
RFPL3	9980
SEC24C	10705
FAM204CP	42012
TRIM49C	38877
TRAJ31	12061
MTRF1LP2	50612
PRDX1P1	11711
TRAJ30	12060
CMA1	2097
RPS27P18	36296
TUBG1	12417
RFPL3S	9981
LYZL2	29613
GSDMC	7151
ST8SIA6-AS1	44880
LINC01634	52421
TRIM64EP	43975
ST8SIA6	23317
IGLCOR22-2	15697
FAM229B	33858
IGLVIVOR22-2	15695
RNF8	10071
PLA1A	17661
UBTFL1	14533
IGKV3D-25	5826
IGKV2D-24	5797
CSF2	2434
PRUNEP1	39723
WAPL	23293
IGKV2D-23	5796
FAM160B2	16492
TRAJ29	12058
FTH1P20	37639
TSPY17P	37713
SCHLAP1	48603
IGKV1D-22	5750
WISP3	12771
SRIP3	38735
TRAJ28	12057
TRAJ27	12056
RPS19P3	23560
TRAJ26	12055
ASS1P2	765
TRAJ25	12054
NUSAP1	18538
TRAJ24	12053
RPS6P14	36738
DHX57	20086
MTND5P31	42293
SS18L2	15593
POTEB3	51240
MTND3P16	52076
MTND4P29	42216
NAALAD2	14526
LRRC37B	29070
C2CD6	14438
EYA3	3521
BACH2	14078
ABCG8	13887
TMEM19	25605
ROM1	10254
NKTR	7833
AGL	321
WDR18	17956
TMEM138	26944
EML3	26666
MAPK10	6872
PEX26	22965
FZD9	4047
MID1	7095
LINC01587	13716
ZFC3H1	28328
TEX36-AS1	49500
PLK2	19699
DNMT3L	2980
SRSF2	10783
GOT2P5	38439
CCND3P2	50852
ALDOAP2	416
TEX36	31653
ATP5HP4	49626
ZNF101P2	44942
RPL10P12	52345
AMELY	462
LEAP2	29571
XPOT	12826
SSR1	11323
MEGF9	3234
RAP1B	9857
DDB1	2717
NMRK2	17871
METTL23	26988
TUBA8	12410
AHRR	346
YEATS4	24859
MTATP6P16	52061
NF1P9	51736
MTND4LP16	42250
MTCO2P16	52032
TRAF2	12032
MTCO3P16	52046
C19orf57	28153
CLEC11A	10576
THAP2	20854
SVILP1	44959
MYO6	7605
ARL2BPP10	39454
LINC02203	53069
CYP4F12	18857
RPL12P40	36439
CTSG	2532
GPR32P1	4488
ATP5JP1	23933
CC2D1A	30237
GPR32	4487
ZBTB47	26955
MTATP6P4	44578
IRF8	5358
CHORDC1	14525
MTCO2P18	52034
RPL7AP66	35682
TRAJ23	12052
RPL17P19	36919
SPATA8	28676
BTF3	1125
ANP32E	16673
SEC22C	16828
HEXIM2	28591
MTCO1P18	52020
MYL6BP1	51647
FGL2	3696
GTF2F2	4653
MTND2P18	42119
ABHD15-AS1	49685
PDCD6	8765
PIKFYVE	23785
ANKRD13B	26363
ZBTB17	12936
ADGRL3	20974
LINC02254	53152
SLC16A14P1	43809
GSAP	28042
LINC02253	53151
KCTD4	23227
NFX1	7803
HEXIM1	24953
TRAJ22	12051
RPSAP67	51918
CYSLTR1	17451
TRAJ21	12050
POU6F2-AS1	40979
LSM10	17562
PRPF38AP2	44693
CSNK1G1	2454
POU6F2	21694
TRAJ20	12049
ALG3P1	45159
TRAJ19	12047
MTCO1P30	52095
IGKV6D-21	5837
LINC00370	42692
AVP	894
RPL7AP8	23738
LINC01067	49105
FAM49B	25216
LINC00399	42728
LINC00676	44394
AHCYP2	44994
IKBKB	5960
OR4F8P	15395
HMGN1P34	39378
TBL1Y	18502
USP47	20076
UBE2V1P7	44890
TRAJ18	12046
SLC15A1	10920
IRS2	6126
IGKV3D-20	5825
TRAJ17	12045
SEPT14P19	51707
CREB3L2	23720
IGKV1D-16	5748
TRAJ16	12044
GPSM1	17858
IGKV6D-41	5838
TRAJ14	12042
CICP19	48829
IGKV2D-18	5794
IGKV2D-19	5795
IGKV3D-15	5824
MYH9	7579
SKOR1	21326
IGKV1D-17	5749
NSRP1	25305
SELENOO	30395
IGKV2D-14	5793
POU6F2-AS2	21887
IGKV1D-13	5747
FASTKD5	25790
HACD1	9639
UBOX5	17777
NPIPA1	7909
EDRF1-AS1	49501
MTND5P40	51959
HNRNPA3P11	48757
LRPPRC	15714
ATAD2B	29230
TCF12	11623
ALOX15B	434
CCDC146	29296
TRAJ13	12041
UBOX5-AS1	44111
TRAJ12	12040
TRAJ11	12039
MLLT1	7134
TRAJ10	12038
RTL3	22997
TRAJ9	12097
BBS2	967
TRAJ8	12096
ACPT	14376
PPATP2	48738
GAPDHP72	22955
TRAJ7	12095
EDRF1	24640
CARD9	16391
TRAJ6	12092
TRAJ5	12081
TRAJ4	12070
LPAR4	4478
TRAJ3	12059
STAM-AS1	49568
CNN2P3	39528
TRAJ2	12048
GXYLT1P6	50425
TUBAP2	14531
DISC1FP1	33625
RPL7P54	36817
FABP5P2	31060
PGAM1P6	42453
ANKRD29	27110
IFNNP1	32009
DTX2P1	42352
P2RY10	19906
OSBPL9P2	48732
RPL23AP24	36176
FAM185BP	21813
OSBPL9P3	48733
LINC00396	42724
PMS2P11	9125
AQP7P2	32049
P2RY10P2	32924
FDPSP7	33487
DTX2P1-UPK3BP1-PMS2P11	42360
GPR174	30245
MFAP1	7032
VN1R96P	37416
KRT18P25	33394
DTL	30288
TUBB4BP4	42333
CTHRC1P1	50463
ARFIP2	17160
TRAJ1	12037
DNLZ	33879
HTRA4	26909
RPL7AP57	36551
KIF4CP	13340
TRAC	12029
NDUFB11P1	33980
UPK3BP1	42353
SPDYE18	51514
PGLYRP4	30015
CORO6	21356
LINC02332	53252
SPDYE17	51513
TMEM243	21707
ZNF844	25932
MTND1P26	42075
ACTBP9	142
GNG5P1	4409
PMS2P9	9135
FCAMR	24692
ZNF438	21029
LINC01400	50681
BAZ1B	961
ATP1B3P1	807
MYO9B	7609
LZTS3	30139
SEM1P1	24454
RPS26P45	36944
LINC01227	49680
LINC02373	53295
DYNLRB1	15468
CD1B	1635
COL6A2	2212
KRT71	28927
N4BP2	29851
ARFGEF2	15853
FAT3	23112
OGFOD1	25585
MED28	24628
MAP3K10	6849
KIF5A	6323
CRYM-AS1	34405
BPTF	3581
INTS7	24484
FERMT2	15767
HNRNPMP2	48746
DMTF1	14603
CRYM	2418
CRHBP	2356
FAM184B	29235
DDX10P1	44960
LINC02132	52992
MRPL42	14493
MAPK8	6881
LINC01901	52720
LINC01902	52721
GZMB	4709
SH2D1B	30416
DNHD1	26532
LINC01477	51119
RPL17P45	35618
OPN4	14449
PGAM1P9	42456
ITM2A	6173
MRGPRX1	17962
SNRPGP16	49373
SLAMF6P1	32012
UGCG	12524
MTNR1B	7464
TPT1	12022
VN1R104P	37427
NUDT18	26194
S100A9	10499
CDYL2	23030
GZMH	4710
ANKS4B	26795
ZNF625-ZNF20	48368
MRGPRX2	17983
PRDX4P1	43598
NUDT21	13870
S100A12	10489
ATG10-AS1	40914
MADD	6766
CNBP	13164
RSL24D1P8	37873
ZNF20	12992
ATG10	20315
GAS2L1	16955
LAPTM4BP1	51934
SPOCK3	13565
UHMK1	19683
SLC36A4	19660
TTC3	12393
LINC01150	49469
ABHD15	26971
NR2E3	7974
TRIM62	25574
OR4F29	31275
S100A8	10498
