HGNC symbol	HGNC ID
OR13C9	15104
RPS3AP22	36573
LINGO2	21207
OR13I1P	14732
DDX6P2	37806
OR13C1P	14699
TXNL1P1	39459
CTAGE7P	25111
TMEM161B	28483
PKN3	17999
LINC00959	48677
LINC00430	42765
LINC01856	52672
KCTD10P1	49807
PRSS29P	17542
PLAC9P1	52678
LINC00114	1265
OR13D1	14695
ANKRD30B	24165
RAB6C-AS1	49278
OR13D3P	15106
RAB6C	16525
ENSAP3	37946
TRIM31-AS1	39761
ZNF101P1	44940
TRIM31	16289
FAM3D-AS1	41276
FAM3D	18665
MYOCD	16067
NCLN	26923
CYP4V2	23198
ME2P1	49809
LINC01511	51200
RPSAP10	31460
HNF4A	5024
MTCO2P32	52161
RAB11FIP3	17224
SLC4A1APP1	49811
TMEM185B	18896
CYSRT1	30529
ETS2	3489
UCKL1-AS1	31967
RNF224	41912
MTND3P7	42147
DVL2	3086
PPIAP32	49531
NUP210L	29915
OR11H1	15404
DHRS11	28639
MRS2	13785
ZMYM4-AS1	40624
H2AFZP5	38018
EIF4E2P2	51464
SERBP1P5	44632
RPL10P14	43897
PCAT29	50895
FAM107A	30827
FRAS1	19185
RPS6KA5	10434
ELAC2	14198
TRPV2	18082
ALDH3A2	403
OR11H7	15350
LOXL4	17171
NIPSNAP3A	23619
IGLV5-45	5924
SUN5	16252
OR11H4	15347
TBRG4	17443
TPSP2	14136
IGLV1-44	5879
ZNF177	12966
IGLV7-43	5929
MTND5P10	42272
ZNF598	28079
MTND4LP5	42239
IGLVI-42	5936
MTND4P35	51949
ZNF559-ZNF177	42964
FAM78B	13495
TIMM22	17317
FREM3	25172
PPIAP3	16545
IGLVVII-41-1	15691
OR3A2	8283
MTND3P19	52081
MTCO3P22	52125
MTCO3P38	52141
MTATP6P2	44576
OR3A5P	8286
ABR	81
RPS7P2	36079
RPL23AP75	35975
GUSBP5	42319
OR3A4P	15510
OR3A1	8282
LINC01326	50532
MTCO2P22	52151
TRBV7-7	12241
PKD1L3	21716
ALDH5A1	408
LINC01746	52534
MTCO1P22	52087
VN1R65P	37385
TRBV5-7	12224
IQCK	28556
EEF1A1P15	3198
GLRXP1	16544
PFDN4	8868
IQCF1	28607
RTCA-AS1	50573
PAPD5	30758
TCTEX1D4	32315
IGFBP4	5473
PLK3	2154
IQCF5	35159
UBE2I	12485
UBBP5	42645
IQCF5-AS1	41297
LIN28AP2	38056
IQCF3	31816
CLCA1	2015
TP53TG3F	51817
IST1	28977
NAP1L4	7640
LINC00593	32382
WAC	17327
PARK7	16369
IQCF2	31815
CD177P1	34508
SPSB4	30630
UBTFL3	35402
LARP7P2	49764
VAV3-AS1	40608
LDHAP4	6539
GPRC5B	13308
SVIP	25238
PRRG2	9470
ACTG1P15	51495
VAV3	12659
RTCA	17981
CUL3	2553
HNF4A-AS1	49505
FLRT2	3761
ZNF559	28197
DLST	2911
CCDC179	44653
DAXX	2681
FMO7P	32208
MINOS1P4	44094
PLXND1	9107
MID1IP1	20715
LINC01675	52463
CCDC77	28203
DNTTIP2	24013
NOSIP	17946
BARD1	952
MID1IP1-AS1	40932
MSTO2P	26329
MCTS1	23357
GRAMD1A	29305
BANF1P3	43883
NEFMP1	45030
CAB39	20292
MTRNR2L5	37162
UBALD1	29576
TPT1P1	16742
ZDHHC19	20713
C16orf62	24641
LINC01906	52725
FGF7P1	21455
TEX101	30722
SLC16A4	10925
ANAPC1	19988
KIR2DS3	6335
ARHGAP42P3	19327
ZNF48	13114
MIR4500HG	42773
VN1R42P	37362
MTDHP1	52357
MFSD9	28158
BHLHE23	16093
ZNF117	12897
SLC6A6	11052
SEPT1	2879
HSDL1	16475
AASDH	23993
RPL26P34	36249
LENG9	16306
LINC01749	52537
TRPC5OS	40593
ATP12A	13816
LINC00029	16184
C1orf159	26062
ERV3-1	3454
LENG8	15500
LINC01056	49050
CORO7	26161
HEATR5B	29273
KDM5A	9886
TRPC5	12337
ANKRD33	13788
LINC00694	44570
MICU3	27820
CPNE8	23498
LINC01988	52820
ZNF445	21018
POLR3A	30074
MIF-AS1	27669
LINC01281	50337
HMGB1P32	39123
SLC2A11	14239
RPL35AP4	33460
OR1E1	8189
FRG2KP	51797
PSAT1P4	43990
PGBD4P4	44076
LINC01282	50338
MYCLP1	7556
LINC00489	43426
LENG8-AS1	40705
LINC02304	53223
CBX1P5	21006
OR3A3	8284
BMS1P8	49152
GZF1	15808
FBXL20	24679
TRBV7-9	12243
ISM1	16213
XRCC6P5	45187
LINC00973	48868
GAPDHP1	4159
LINC02403	53330
FUBP1	4004
RARSP1	49893
LINC02325	53245
SMCO2	34448
OR1E2	8190
EFCAB14	29051
TTLL4	28976
SERINC5	18825
ISM1-AS1	44313
LINC01871	52690
GAPDHP56	38562
GOLPH3	15452
COQ2	25223
IGLV1-41	5878
LAMTOR5-AS1	40823
LINC02291	53207
ATP23	29452
IGLV1-40	5877
RPS6P12	36375
LINC02126	52983
RPS11P7	36724
ASH2LP1	19332
LINC02312	53231
SPATA31B1P	31411
IGLVI-38	5935
DDX10P2	44961
MSH2	7325
KDM3A	20815
IGLV5-37	5922
MTCO3P40	52143
RPL12P1	13976
KIFC1	6389
EFCAB14-AS1	44108
GRIP2	23841
GOLGA6L17P	49414
CLCA3P	2017
MED20	16840
BTBD19	27145
TTC5	19274
ARHGAP44	29096
ACTG1P13	49058
PPP4R1-AS1	51112
LAMTOR5	17955
SIGLEC14	32926
SPATA31D1	37283
IAPP	5329
LINC01550	20111
DNAJA1P3	39339
SIGLEC5	10874
SLC34A3	20305
PYCR3	25846
CLCA4	2018
DOK5	16173
UBE2A	12472
PPP1R2P1	9289
RPL9P33	36273
SLCO1A2	10956
LINC02295	53211
PSMB9	9546
RALB	9840
MLN	7141
IGLV1-36	5876
DTD1	16219
ZBTB38	26636
CDCA4P2	49771
B3GNT2P1	51316
CLCN3P1	49775
MLIP-AS1	40963
TMEM182	26391
DUXAP7	32186
MED1	9234
WAC-AS1	27347
SMIM26	43430
MLIP-IT1	41461
HUNK	13326
PSMB8-AS1	39758
C2orf27AP2	49813
HAR1B	33118
RRN3P1	30548
RBMXP2	23284
HAR1A	33117
MLIP	21355
ATXN1L	33279
NDUFB7	7702
KRT18P66	48893
LINC01016	48991
TNFRSF21	13469
PSMB8	9545
SMIM1	44204
PLSCR2	16494
ACTBP13	44626
ZNF821	28043
HUNK-AS1	40631
GAP43	4140
KRT18P36	33405
PIM2	8987
LINC01796	52586
LINC01935	52758
SLC9B2	25143
NFE2	7780
FSTL3	3973
RPS24	10411
ITIH2	6167
C14orf177	26375
KCNH8	18864
KHK	6315
IKBKG	5961
DNTTIP1	16160
COL8A1	2215
TMIE	30800
CBX5	1555
KCNK12	6274
KNOP1	34404
OR10AB1P	14804
NPM1P24	45097
OR5P1P	14779
OIT3	29953
TAP1	43
CLEC18A	30388
OVCH2	29970
RPS26P2	23662
KRR1P1	39580
FOXP1-IT1	41335
EFHD2	28670
FTLP4	37952
FOXP1-AS1	41942
NKRF	19374
ZMYM2	12989
HSPA8P17	44932
SIRPA	9662
PTCH2	9586
LINC00434	42769
LINC01586	51434
MAGED2	16353
FOXP1	3823
C1orf168	27295
ACAD11	30211
OR5P4P	15295
HNRNPA1	5031
SSTR1	11330
WBP4	12739
PXYLP1	26303
LRRC47	29207
AEN	25722
CTNNBL1	15879
B3GNTL1P2	51318
CLEC14A	19832
GPAT2P1	52330
ZNF720P1	34505
APP	620
KRT8P1	20281
UNC13C	23149
CLEC17A	34520
YTHDF1	15867
NPM1P9	7929
TARDBPP2	39848
ARF4P1	657
VN1R66P	37386
LINC00342	42470
ELF1	3316
CTRC	2523
BDH2	32389
RBM22P12	49207
LINC02406	53334
MIF	7097
SLITRK5	20295
ELOVL6	15829
RPL7P51	36432
CYP4F27P	39946
FAR2P1	49284
TRPV3	18084
PARD3-AS1	44964
FANCB	3583
SS18L2P1	44965
REXO1	24616
CGREF1	16962
PPP1R15A	14375
LINC00639	27502
COCH	2180
LINC00397	42725
HNRNPA1P74	48804
SPACA6	27113
PRDX2P2	44967
KLF2P1	49280
TNS4	24352
ARHGAP42P2	43939
TET1P1	33586
ZNF852	27713
HSBP1P2	37300
NRTN	8007
RGS17P1	39729
WWC2-AS2	26390
NUP210P1	27399
RPL29P29	36577
LINC01444	50769
LINC00433	42768
LINC01443	50768
WDR5	12757
ZBED1P1	44004
NPHP3-ACAD11	48351
PLA2G12B	18555
BORCS5	17950
CD163L1	30375
NPW	30509
LINC00159	1285
ERHP2	41917
PDYN	8820
NPHP3-AS1	24129
SLC25A6P2	43850
ZFP69B	28053
SPACA6P-AS	49383
LINC01243	49814
HAT1	4821
KCNMA1-AS2	51214
RESP18	33762
NPHP3	7907
ERRFI1	18185
HMX3	5019
KCNMA1-AS3	51215
KCNMA1-AS1	51213
SLC39A14	20858
GUSBP9	42323
RPS2P52	36059
PRSS57	31397
KRT18P8	31093
LINC00560	43704
NEK2P2	37816
DUSP16	17909
GRPEL2P1	41969
ITGA9	6145
LINC01047	49041
EI24P3	44588
ALB	399
BYSL	1157
NF1P6	7771
PCYT1A	8754
HTT-AS	37118
CASR	1514
RPL17P50	45098
METAP1D	32583
AURKC	11391
C1GALT1C1	24338
GYPE	4705
OCIAD1	16074
GOLGA8A	31972
MTATP6P30	52185
MTCO3P30	52133
HMGB3P23	39315
COPZ1	2243
SAMSN1-AS1	39599
UBA5	23230
SAMSN1	10528
CD163	1631
HIGD1AP17	43012
TULP2	12424
LYPD3	24880
SLC25A12	10982
LIPH	18483
AP4S1	575
ENPP7P13	48696
PA2G4P1	8551
NDUFAF4P3	44542
G6PD	4057
RPL21P135	44539
TDRD3	20612
MON1A	28207
IGHV3OR16-12	5636
ITGA9-AS1	49668
GPATCH11	26768
IGLV7-35	5928
CT47B1	33293
PDZD4	21167
PAF1	25459
LRRC37A	29069
MRPS36	16631
SPATA22	30705
SEPT7-AS1	51153
RNASE7	19278
VPS9D1-AS1	48915
MTTP	7467
VPS9D1	13526
ACKR4	1611
RELB	9956
RNASE8	19277
BCAS2P2	39595
HSPA8P19	44935
TPPP2	19293
ANKRD36C	32946
UBL3	12504
CDC14A	1718
KRT18P49	33419
SLC25A5P8	35469
MST1R	7381
EIF2AK2	9437
F7	3544
LINC02377	53300
STRN3	15720
COMMD1	23024
C2orf66	33809
ZNF805	23272
TM4SF19-AS1	41085
MIS18A-AS1	40106
MIS18A	1286
CD99L2	18237
FMO8P	32209
RPSAP64	39642
C8A	1352
CCDC92	29563
GLIS2	29450
TCTEX1D2	28482
DHRS13	28326
FRMPD3	29382
PSMA8	22985
TMEM184C	25587
CORO7-PAM16	44424
TAF1C	11534
CCT4	1617
FAM174A	24943
FANCA	3582
RAB31	9771
FRMPD3-AS1	41239
IGHV3OR16-13	5637
SAMD4B	25492
HSPA8P18	44933
CT47A12	33292
ZNF219	13011
LINC02247	53140
SLC51A	29955
EFHB	26330
GCLM	4312
ABLIM2	19195
VN1R90P	37410
PRMT9	25099
DNM1P38	35188
FMO9P	32210
ST13P13	38788
KCNMA1	6284
C2orf81	34350
HMGA1P8	39183
VN1R91P	37411
POTEF	33905
MTHFD2	7434
ZBBX	26245
RPEL1	45241
WIZP1	51696
GLIS2-AS1	51381
DNAH10	2941
SEPT7	1717
SPINT2	11247
FUT6	4017
ZNF415P1	49869
TIMM8BP1	39211
INA	6057
PAM16	29679
LINC00297	39210
TM4SF19	25167
RPL7AP28	35656
ST8SIA4	10871
DHFRP1	2862
CHCHD2P5	39589
MTND4P11	42223
GOLGA8S	44409
EPS8L2	21296
MAP3K20-AS1	27935
MTND3P21	52167
URB1	17344
LINC01700	52488
MIDN	16298
MTCO3P21	52083
MAP3K20	17797
THAP12P4	39568
TRBV10-3	12179
TRMT10A	28403
CLCN2	2020
RPSAP26	36195
RRP1B	23818
LINC00572	43722
TM4SF19-TCTEX1D2	49190
ASPA	756
LINC00544	43679
KLF16	16857
RPS15AP30	35495
BTN2A1	1136
GAPDHP2	16577
RBM45	24468
TASP1	15859
CCR7	1608
NAPB	15751
LINC00365	42687
LINC00922	27545
TAF13P2	38161
DCTN1-AS1	44151
RPL7P2	16336
LINC00385	42713
LINC00384	42711
MOSPD2	28381
RASEF	26464
PIGPP4	45156
STK35	16254
ACVRL1	175
RPS4XP6	36057
ZNF280B	23022
MRAP	1304
RPSAP8	31462
YIF1B	30511
DCTN1	2711
LINC02433	27959
VN1R92P	37412
CEP104	24866
CELA2B	29995
ZNF675	30768
TCF7L2	11641
CARD11	16393
CHCHD6	28184
PCDH19	14270
COX7A2L	2289
RCBTB2	1914
ELL2P2	39344
HMX2	5018
C1orf204	27647
NOL10	25862
VASN	18517
RPS6KL1	20222
CASP9	1511
PRPS1	9462
RPS27P29	36516
CFAP45	17229
ZNF91	13166
ABCA12	14637
RTL4	25214
DNAJC27	30290
NDRG2	14460
RCC2P4	42380
ZFP69	24708
PDCL3	28860
BNIP3P8	49675
LINC01224	49676
OMA1	29661
LINC01365	50603
FAIM	18703
ADAD2	30714
CDC42EP3P1	49673
CUL2	2552
LSAMP-AS1	40350
PIGFP3	45151
LINC00903	40351
LINC00901	40352
GATAD2B	30778
PTMAP8	42437
BZW1P2	33954
MAGEB2	6809
NALCN	19082
TUSC7	27701
MTATP6P13	52058
DNAJC27-AS1	42943
MAGEB3	6810
AARSP1	49894
LINC01256	49895
POLM	9185
GNAI2P2	45110
LSAMP	6705
HMGN2P22	39387
MTCO2P21	52150
ZNF460	21628
TNMD	17757
LINC01849	52665
CYCSP45	24419
MTCO1P21	52086
KBTBD6	25340
MAGEB4	6811
PPAT	9238
AK4P4	39067
RPL23AP12	23840
R3HDM2P1	44056
MAGEB1	6808
DNAAF1	30539
VSIG8	32063
HNRNPA1P6	5032
TSEN34	15506
KRT8P23	33375
ENPEP	3355
RPS26P15	35680
RPS20P5	36367
FOSL2	3798
NANOGNBP1	42158
BPIFB2	16177
LINC01868	52688
PCDH10	13404
DAB1	2661
SLAMF8	21391
WDR47	29141
PLCE1P1	51906
ZNF276	23330
DNAJC1	20090
ARF4P3	32380
NR0B1	7960
NALCN-AS1	42743
LINC00411	42744
GYPB	4703
CLUHP3	28447
MAD2L1	6763
F11	3529
EIF4A1P6	37925
VDAC1P13	50515
CDH5	1764
PCBP2P1	8649
KCNG3	18306
LINC00378	42704
KRT18P45	33415
CELA2A	24609
CNTN4-AS1	39985
CNTN4-AS2	39986
LINC01442	50764
GPR119	19060
PYROXD2	23517
ZKSCAN7	12955
IL5RA	6017
MRPL24	14037
TXNDC2	16470
GLUD1P2	4337
LTV1P1	44049
LINC01433	50746
POLR2CP1	9190
NPIPB4	41985
CTNND2	2516
BMS1P1	23649
EXO5	26115
CXorf21	25667
LINC00595	31430
LINC00856	45111
PHF1	8919
F10-AS1	40225
DUSP8P3	3077
C8B	1353
TRIM60P8Y	38458
MUC20	23282
F10	3528
MED15P7	48656
ZNF736P3Y	37728
TRIM60P9Y	38459
RPL10P6	52343
PLA2R1	9042
CAMK2N2	24197
RPL12P4	16587
TTC39B	23704
LINC01840	40209
F11-AS1	27725
CT47A11	27397
LINC01441	50763
THPO	11795
LINC01440	50762
SMG1P4	49861
GYPA	4702
SDHAP2	27408
TRIM60P13	38485
TMEM80	27453
MTNR1A	7463
WEE1	12761
TNS1	11973
LINC00440	42777
LINC00969	48729
CT47A10	33291
DAB1-AS1	49443
SLC9A3R2	11076
SP3P	35430
TPT1P14	49305
RPL3P4	19805
SLC25A5P6	512
LINC01040	49028
ZNF969P	44211
RPL7L1P13	44212
ME2	6984
LINC02336	53256
LINC00353	42671
RPL7L1P1	39455
BRD7	14310
KARSP2	39208
EPHB3	3394
PALM	8594
CBLN4	16231
LINC01714	52501
CT47A9	33290
LINC02339	53259
PCDH20	14257
PEX12P1	39678
UFD1	12520
MTMR12	18191
MPRIPP1	44594
DAZ1	2682
C19orf33	16668
LINC00559	43703
ZNF197	12988
EDDM3CP	19224
FUT3	4014
RXRA	10477
MGAT5	7049
CSTL1	15958
ELN	3327
PBX3	8634
PPP1R14A	14871
SKOR2	32695
BCOR	20893
UBA52	12458
C8orf59P2	51357
IGHV3OR16-11	5635
SPZ1	30721
IGHV3OR16-16	5640
CUTA	21101
CPEB1-AS1	27523
LINC00205	16420
ARHGAP23P1	45039
C5orf42	25801
LINC00315	16621
CD2AP	14258
FAR1P1	39675
PHKA1	8925
IGHV3OR16-7	5642
LINC01839	41330
LINC00316	19723
POLR2H	9195
AP3B2	567
MTCO1P3	39604
ACO1	117
SLC45A1	17939
ZNF660	26720
CACNB3	1403
CT47A8	33289
SH3GLB1	10833
GLRX3	15987
ZNF197-AS1	40620
KIAA0825	28532
ZNF35	13099
KRT18P27	33396
ZNF112	12892
MED15P9	44130
CCDC74B	25267
ADCY7	238
THSD7A	22207
MCTP1	26183
LINC01049	49043
SEC23A	10701
HNRNPLP2	48747
NOTCH1	7881
C12orf10	17590
LINC00410	42742
FSCN1P1	49669
ZNF285	13079
BRK1P2	42021
LINC01077	49120
TPMTP1	17490
BIRC7	13702
LINC00380	42706
PGAP1	25712
ZNF229	13022
ROCK1	10251
TUBB4B	20771
ADRA1D	280
LHFPL1	6587
NPM1P11	7913
FAM60BP	19052
FAM166A	33818
OCIAD1-AS1	40751
TAF4B	11538
HIRA	4916
ZNF618	29416
NCK1-AS1	49645
CHRD	1949
NDUFA8	7692
PABPC4L	31955
RPL31P63	35666
CST11	15959
KBTBD11	29104
COX6CP12	49364
OFD1P17	1332
PFDN5	8869
PES1P1	44058
TSPAN6	11858
SLC35G2	28480
RPL18P13	35599
TRIM40	18736
DNAJC19P4	45067
LINC02316	53235
HINT2P1	50311
HMGB3P30	39333
CST12P	31920
LINC02328	53248
IPO7P1	39837
EEF1A1P34	37912
HTT	4851
CNTN4	2174
TPMTP3	44566
BUB3	1151
IL3RA	6012
STARD8	19161
ARPC4-TTLL3	38830
CST8	2480
LINC01620	16195
ADCY4	235
MPND	25934
GEN1	26881
ABCA4	34
SEC23A-AS1	53213
NKAIN4	16191
NNT	7863
LINC00462	42811
PHKA1-AS1	40446
CAMK1	1459
LINC02309	53228
MED31	24260
LINC01148	27507
CYSLTR2	18274
PFN1P3	42987
CT47A7	33288
TMEM59L	13237
LINC02296	53212
TGM3	11779
FUT5	4016
SMC6	20466
TXNDC17	28218
NDUFA11	20371
MRPL40	14491
PRR12	29217
KBTBD7	25266
PSMG1	3043
STPG3	37285
MORN5	17841
MTRF1	7469
EIF3F	3275
COPS7A	16758
C22orf39	27012
POTEH	133
C19orf60	26098
LINC02330	53250
KIAA0753	29110
TMCC1	29116
SPATA31A6	32006
SDK1	19307
RPUSD3	28437
GOLGA8B	31973
COX6CP5	42791
POTEH-AS1	40058
DNAJB4	14886
PPIAP2	16542
PYGB	9723
MC3R	6931
BCL11B	13222
CRLF1	2364
GIPC2	18177
STPG3-AS1	51176
RPL7P5	28886
ADGRF2	18991
P4HA1	8546
MORF4L1P4	39257
CALM2P3	1448
HNRNPA1P23	39541
FANCD2P2	44488
TMEM163	25380
BLK	1057
CKS1BP6	24608
RRAS2	17271
CYCSP12	24386
TRIM10	10072
FTLP2	4001
NUDT19P5	43589
ADGRE2	3337
RPS4XP2	16563
HCG24	23500
ABHD17A	28756
ADGRF4	19011
DCTPP1	28777
AMD1P3	51608
PLXNA1	9099
NNT-AS1	49005
PRNP	9449
LINC02024	52859
FAM198B	25312
RPL29P12	36608
PHLDB3	30499
KIAA2026	23378
NALT1	51192
FAM35CP	31427
ABHD12	15868
LRRC75A	32403
ZNF771	29653
ABCF3	72
GALC	4115
MTND6P3	39466
ZNF280A	18597
SLF1	25408
RAC1P8	42005
LRRC75A-AS1	28619
TADA3	19422
PSME2P2	30160
CSTA	2481
EIF1P6	49619
RBMX2P5	39927
NPIPB14P	41990
MLANA	7124
SELENOF	17705
C3orf67	24763
HNRNPA1P12	39130
PDXDC2P	27559
WDR37	31406
RPS17	10397
RIPK3	10021
ACVR1B	172
SAMD10	16129
SLC35D1	20800
EGFL7	20594
LINC00652	25003
NCBP2L	31795
RPL37AP1	16548
RAB5A	9783
TGM6	16255
TSC22D3	3051
TMEM144	25633
GRAMD4P2	39654
RPL7P18	36949
GRM4	4596
MTCYBP35	52303
RAMP3	9845
MTND5P12	42274
MRM1	26202
PRND	15748
LINC00379	42705
LINC00445	42782
PPIAP23	39268
CPEB1	21744
KAT8	17933
NECTIN4	19688
RSL24D1	18479
CT47A6	33287
DNM1P31	35178
SAP18P3	51569
PP2D1	28406
RPL36AP15	36648
RAD17P2	9809
URB1-AS1	23128
KRT18P26	33395
COX7CP1	2293
PLD1	9067
DUXAP8	32187
EXOGP1	44547
BMS1P22	51603
LINC01865	52684
CDC42EP5	17408
FGFR2	3689
TMEM8B	21427
LINC01342	50551
ZC3H18	25091
TCERG1L-AS1	49532
CCND3	1585
FNDC3A	20296
TCERG1L	23533
LINC00358	42678
SLC4A5	18168
LINC01075	49118
RPL23AP65	36289
MISP	27000
LINC01074	49117
GTPBP3	14880
MSH6	7329
CT47A5	33286
PANCR	52282
RPL32P28	36328
OGG1	8125
LINC00459	42808
CCT6P3	35137
CELF5	14058
SQSTM1P1	49099
ACTR3P2	38676
SYT11	19239
PXDC1	21361
SYTL4	15588
SERBP1P1	32247
C3orf67-AS1	41063
OR7E110P	15126
MEIG1	23429
PRAME	9336
RMDN3	25550
RPL13AP3	23539
HDGF	4856
CCDC58	31136
RPL31	10334
ITM2C	6175
LINC00520	19843
AMOT	17810
FAM226B	31964
FAM236B	52640
FAM221B	30762
DMRTC1B	31686
ACMSD	19288
TTLL10-AS1	41159
TTLL10	26693
SRPX2	30668
DYNLL1P3	49654
CDCA3	14624
HINT2	18344
EFNB1	3226
ZDHHC2	18469
PRCC	9343
LINC01164	49533
FAM189A2	24820
LINC00448	42785
DAZ2	15964
CCNT2-AS1	40130
FAM236D	52642
LINC01874	52693
LINC00376	42701
LINC02125	52982
CCNT2	1600
LINC01836	52652
MIR17HG	23564
MGRN1	20254
FBXO11	13590
CNTNAP4	18747
FAM50B	18789
PSMD2	9559
TRIM15	16284
DYRK4	3095
BTN1A1	1135
AGAP13P	23499
ELK1P1	39021
GOLGA8K	38652
GNB3	4400
GPC5-AS2	39887
PELI2	8828
GPC5-IT1	41340
PITX2	9005
GPC5	4453
ZNF333	15624
CDK7	1778
ULK4P1	15775
GPC5-AS1	39886
TADA2A	11531
PRPF6	15860
SCP2D1	16211
FABP5P4	31061
ADIPOR1P1	44910
C20orf78	16210
OR7E26P	8398
HCG11	17707
OR7E115P	15127
ZNF720	26987
CNOT11	25217
RAC1P3	31833
EBLN1	39430
DCLRE1CP1	44877
PDXK	8819
PSME2P6	30159
VDAC2P4	51932
SNRPGP7	39326
FRMD3	24125
LINC01543	51310
GALNT8	4130
RPL31P45	36796
TBC1D8-AS1	52782
PLB1	30041
C1orf141	32044
BBIP1P1	52781
FAM210B	16102
RPL7P33	35937
LTBP4	6717
VSTM2L	16096
TBC1D8	17791
RTN4	14085
ADGRE3	23647
KLHDC9	28489
IL20RB-AS1	40298
RAD51AP1P1	49646
MTCO1P5	51300
AKAP3	373
RNFT1P2	44388
NCK1	7664
ACTG1P12	44496
TIMP4	11823
IL23R	19100
TSHB	12372
RPS27AP7	35735
GTF2IP14	51726
PTGFR	9600
PCGF6	21156
SENP2	23116
RBMX2	24282
FAM74A7	34037
PPFIBP1	9249
BBS4	969
SYN2	11495
NECAP1P2	43913
INTS4P1	21925
NDUFA9	7693
FKBP4P6	50375
ABHD1	17553
SDR42E1P2	51833
NIPSNAP3B	23641
ATP5A1P1	827
RERE	9965
NPAS2	7895
CREBL2	2350
TDGF1P4	11704
IL20RB	6004
GLRX3P2	49788
CT47A4	33285
RPL21P136	49854
PJA1	16648
PROZ	9460
SOCS6	16833
DNPEP	2981
ARPC4	707
TSPAN2	20659
FAM236A	44268
CT47A3	33284
ZNF543	25281
FAM236C	52641
LINC02284	53201
RPS27AP6	36236
LYSMD4	26571
PREB	9356
DMRTC1	13910
ZMIZ1-AS1	27433
LINC01909	52728
CYCSP51	24383
KIF26B	25484
LIVAR	53130
NELFB	24324
LILRA6	15495
LINC01910	52729
HMGN4	4989
TMEM98	24529
LINC01875	52694
LARP7P3	49765
LAIR2	6478
ZNF304	13505
TRBV19	12194
LINC00200	30974
AMBP	453
LINC02462	53399
RAB28P3	50382
BPIFB6	16504
DEDD	2755
UBE2C	15937
MEF2A	6993
LHX1	6593
LINC02054	52894
ESF1	15898
INE1	6060
DVL3	3087
CLIC1	2062
UBA1	12469
SLC28A2	11002
ASB9	17184
TMEM18	25257
WWC2	24148
PGF	8893
ABT1	17369
CT47A2	33283
TTLL3	24483
PPP2R2D	23732
SNRPB	11153
B4GALT2	925
FRMPD2B	16843
NIT1	7828
GORASP2	17500
RBPJP6	37486
GREB1L	31042
LINC00395	42723
OR7E156P	31311
SLC25A6	10992
EGFR-AS1	40207
ZNF684	28418
OR52E6	15215
CLASRP	17731
EGFR	3236
TRIM22	16379
AP2M1	564
XACT	45056
QTRT1P1	39179
DFFB	2773
OSBPL6	16388
GPR88	4539
ENO3	3354
TPM3	12012
SLC25A42	28380
DDAH2	2716
ZNF343	16017
FAM162A	17865
PFDN2	8867
MTA3	23784
LILRB3	6607
KBTBD11-OT1	49147
WDR62	24502
AQP4	637
WWC2-AS1	41041
CCHCR1	13930
WDR5B	17826
CLDN22	2044
EVA1C	13239
CAPS	1487
HAS1	4818
TOR4A	25981
EIF2B3	3259
CYP27A1	2605
CCPG1	24227
C3orf56	32481
GPR55	4511
GPAT2	27168
COX20P2	43772
BHLHA9	35126
PPP1R2P10	42008
PQLC2L	25146
OR7E104P	15343
OR52E4	15213
RSL24D1P3	37883
OR52N4	15230
TRIM5	16276
RANBP3	9850
MED29	23074
RIT1	10023
TNRC6A	11969
PCAT18	49211
AQP4-AS1	26399
NAT1	7645
PRNT	18046
ZNF575	27606
L1CAM	6470
CAPN15	11182
LINC02016	52851
ETHE1	23287
TUSC5	29592
NBEAP3	40004
CHST9	19898
CCNB1IP1P1	37693
DCLK1	2700
RPL7P11	35667
EXOSC3P1	33989
RPL7P7	36895
DICER1	17098
NATP	15
PSME1	9568
MTND4LP26	42260
LINC01471	51106
RANBP6	9851
CASC23	50865
RPS9	10442
KCTD1	18249
LINC02034	52868
ZNF92	13168
PABPC1L2B-AS1	50345
ECE2	13275
LINC01438	50757
LYPLA1P2	44006
PAX2	8616
STIM2	19205
PABPC1L2B	31852
PIGB	8959
ZFYVE16	20756
PLEKHG4	24501
STK19	11398
SPATA3-AS1	28013
GPR19	4473
SLC24A3	10977
AEBP1	303
CT47A1	33282
YWHAE	12851
EFR3B	29155
RANP5	39860
SMAD2	6768
GLUD2	4336
RAB27A	9766
HSPA8P1	5245
NAT2	7646
CIAPIN1P	31087
TAF13	11546
LINC01349	50568
OR52N1	14853
SSU72P1	43620
OR52N2	15228
LINC02252	53150
OR52E5	15214
OR52E7P	15216
OR52N3P	15229
PFN1	8881
OR52P1P	15232
OR52U1P	15237
LINC01567	51367
KATNAL1	28361
OR56B1	15245
TPT1P13	49304
OR52E8	15217
BCAP31P1	51323
FAHD2CP	44135
PABPC1L2A	27989
OR56B2P	15246
HMGN1P35	39379
OR52N5	15231
PPP1R12BP2	23970
LINC00269	26586
HSPA8P7	44922
REREP1Y	38795
HTR2C	5295
SEPT7P3	38038
NRARP	33843
RBMY2CP	23260
CYCSP43	24417
KRT18P54	39425
DXO	2992
TMEM167B	30187
IFI44L	17817
TARS2P1	43712
SEPHS2	19686
LINC00613	44060
LINC01965	52790
TRO	12326
TRIM26	12962
RPL36AP53	36517
PRDX2P1	30020
RRP9	16829
FAM160A1	34237
CRABP1	2338
GOLGA6L2	26695
CCDC74BP1	51917
